sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,mappingType,comment,createdBy,createdOn,assignedReviewer
EMISNQDE126,Dementia case finding question: positive response from patient,0,,0.38,UNCHECKED,UNREVIEWED,,0,44809945,Dementia screening questionnaire sent to patient,EVENT,,,1613550362460,
FUNDHCL1,Clinical Neuro-Physiology Referral,0,,0.85,UNCHECKED,UNREVIEWED,,0,4190560,Clinical neuro-physiology,EVENT,,,1613550362460,
EMISNQAC842,Access to online patient COPD education given,0,,0.67,UNCHECKED,UNREVIEWED,,0,36714947,Registered for access to online patient education,EVENT,,,1613550362460,
OLTR-5783370,Test Request : Anti Skin Antibodies,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362460,
OLTR-BHI_I,Test Request : Warfarin Monitoring (INR),0,,0.54,UNCHECKED,UNREVIEWED,,0,4147957,Warfarin monitoring,EVENT,,,1613550362460,
OLTR-PV,Test Request : Plasma Viscosity,0,,0.64,UNCHECKED,UNREVIEWED,,0,37393852,Plasma viscosity,EVENT,,,1613550362460,
OLTR-FCHOL,Test Request : Fluid Cholesterol,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362460,
OLTR-Sputum3 (AFB + R),Test Request : Sputum 3 (AFB + routine),0,,0.36,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362460,
OLTR-CV2G,Test Request : SARS Coronavirus 2 Antibody (IgG),0,,0.50,UNCHECKED,UNREVIEWED,,0,36714882,SARS coronavirus IgG,EVENT,,,1613550362460,
ALLERGY6149BRIDL,Adverse reaction to Penicillin V,0,,0.94,UNCHECKED,UNREVIEWED,,0,433658,Penicillin adverse reaction,EVENT,,,1613550362460,
FUNDHCO1,Community Speech Therapy Referral,0,,0.75,UNCHECKED,UNREVIEWED,,0,4127592,Referral to community-based speech and language therapy service,EVENT,,,1613550362461,
OLTR-PVB,Test Request : Plasma Viscosity,0,,0.64,UNCHECKED,UNREVIEWED,,0,37393852,Plasma viscosity,EVENT,,,1613550362461,
ALLERGY5274NEMIS,Adverse reaction to Dermabond,0,,0.73,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362461,
OLTR-FCI,Test Request : Cell Markers,0,,0.57,UNCHECKED,UNREVIEWED,,0,4021710,Glycophorin A,EVENT,,,1613550362461,
OLTR-BHI_IFA,Test Request : Intrinsic Factor Abs,0,,0.57,UNCHECKED,UNREVIEWED,,0,1380472,intrinsic factor,EVENT,,,1613550362461,
OLTR-Stool CPE,Test Request : Stool sample (CPE/CRO),0,,0.40,UNCHECKED,UNREVIEWED,,0,4002879,Stool specimen,EVENT,,,1613550362461,
OLTR-CV2P,Test Request : SARS Coronavirus 2 PCR,0,,0.57,UNCHECKED,UNREVIEWED,,0,4217391,SARS coronavirus,EVENT,,,1613550362461,
EMISNQCH86,Chlamydia trachomatis NAAT (nucleic acid amplifn test) negative,0,,0.61,UNCHECKED,UNREVIEWED,,0,44807632,Chlamydia trachomatis detection by nucleic acid amplification test,EVENT,,,1613550362461,
EMISNQAC843,Access to online patient CVD education given,0,,0.62,UNCHECKED,UNREVIEWED,,0,36714947,Registered for access to online patient education,EVENT,,,1613550362461,
ALLERGY6157BRIDL,Adverse reaction to Sabril,0,,0.73,UNCHECKED,UNREVIEWED,,0,441751,Adverse reaction to salicylate,EVENT,,,1613550362461,
EMISNQDE127,Dementia case finding question: negative response from patient,0,,0.41,UNCHECKED,UNREVIEWED,,0,45767107,At risk of negative response to patient controlled analgesia,EVENT,,,1613550362461,
OLTR-5783390,Test Request : Anti Thyroid Stimulating Hormone Recptor Antibodies,0,,0.59,UNCHECKED,UNREVIEWED,,0,37398103,Thyroid stimulating hormone receptor antibody level,EVENT,,,1613550362461,
OLTR-Surgical,Test Request : Surgical,0,,0.67,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362461,
OLTR-FCLP,"Test Request : Calprotectin, faeces",0,,0.51,UNCHECKED,UNREVIEWED,,0,37399113,Faecal calprotectin content,EVENT,,,1613550362461,
OLTR-PVI,Test Request : Parvovirus (Slapped cheek) IgG and IgM,0,,0.40,UNCHECKED,UNREVIEWED,,0,4179189,Lapine parvovirus,EVENT,,,1613550362462,
FUNDHCO2,Community Occupational Therapy Referral,0,,0.88,UNCHECKED,UNREVIEWED,,0,4138647,Referral to community-based occupational therapy service,EVENT,,,1613550362462,
OLTR-BHI_IFS,Test Request : Intrinsic Factor Abs,0,,0.57,UNCHECKED,UNREVIEWED,,0,1380472,intrinsic factor,EVENT,,,1613550362462,
ALLERGY52751NEMIS,Adverse reaction to Hydro-caine Gel,0,,0.68,UNCHECKED,UNREVIEWED,,0,4166706,Hydrocortisone adverse reaction,EVENT,,,1613550362462,
OLTR-CVAB,Test Request : Covid 19 Antibody Test,0,,0.48,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362462,
EMISNQCH88,Chronic disease annual review,0,,1.00,UNCHECKED,UNREVIEWED,,0,44807375,Chronic disease annual review,EVENT,,,1613550362462,
OLTR-BHI_IGE,Test Request : IGE,0,,0.67,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362462,
OLTR-PVIS,Test Request : Plasma Viscoscity,0,,0.55,UNCHECKED,UNREVIEWED,,0,37393852,Plasma viscosity,EVENT,,,1613550362462,
OLTR-T,Test Request : Thyroid Screen (TSH),0,,0.51,UNCHECKED,UNREVIEWED,,0,9163,microunit per liter of thyroid stimulationg hormone (TSH),EVENT,,,1613550362463,
OLTR-FCM:F::::,Test Request : GP Faeces (foreign travel),0,,0.41,UNCHECKED,UNREVIEWED,,0,4151418,Feces foreign constituent,EVENT,,,1613550362463,
OLTR-5855.,Test Request : U-S abdominal scan,0,,0.50,UNCHECKED,UNREVIEWED,,0,4261497,Ultrasonography of abdomen,EVENT,,,1613550362463,
FUNDHCO3,Community Physiotherapy Referral,0,,0.86,UNCHECKED,UNREVIEWED,,0,4138648,Referral to community-based physiotherapy service,EVENT,,,1613550362463,
OLTR-CVAG,Test Request : Vaginal/s for Chlamydia,0,,0.46,UNCHECKED,UNREVIEWED,,0,4015335,Measurement of Chlamydia antibody,EVENT,,,1613550362463,
OLTR-BHI_IMM,Test Request : Immunoglobulins (Igs),0,,0.53,UNCHECKED,UNREVIEWED,,0,4008249,Immunoglobulin,EVENT,,,1613550362463,
EMISNQAC848,Actual delivery - in NHS hospital with GP ward facilities,0,,0.40,UNCHECKED,UNREVIEWED,,0,36307912,Hospital ward,EVENT,,,1613550362463,
ALLERGY5276NEMIS,Adverse reaction to Trastuzumab,0,,0.76,UNCHECKED,UNREVIEWED,,0,40480906,Adverse reaction to trastuzumab administered by infusion,EVENT,,,1613550362463,
ALLERGY6158EMIS,Adverse reaction to Caelyx Pegylated Liposomal,0,,0.50,UNCHECKED,UNREVIEWED,,0,40684609,Cytarabine liposomal pegylated,EVENT,,,1613550362464,
OLTR-PVL,Test Request : Plasma Viscosity (PV),0,,0.49,UNCHECKED,UNREVIEWED,,0,37393852,Plasma viscosity,EVENT,,,1613550362464,
OLTR-FCM:F::::F1,Test Request : GP Faeces culture,0,,0.59,UNCHECKED,UNREVIEWED,,0,37392597,Faeces culture,EVENT,,,1613550362464,
OLTR-T1,Test Request : TB investigation,0,,0.52,UNCHECKED,UNREVIEWED,,0,4020647,Investigates,EVENT,,,1613550362464,
OLTR-5856.,Test Request : U-S pelvic scan,0,,0.46,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362464,
FUNDHCO4,Community Chiropody Referral,0,,0.88,UNCHECKED,UNREVIEWED,,0,4126143,Referral by community-based podiatrist,EVENT,,,1613550362464,
EMISNQDE13,"Determination of outcome, satisfactory to patient",0,,1.00,UNCHECKED,UNREVIEWED,,0,4243314,"Determination of outcome, satisfactory to patient",EVENT,,,1613550362464,
OLTR-BHI_IRON,Test Request : Iron Studies,0,,0.55,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362464,
OLTR-CVALP,"Test Request : Valproate, plasma",0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362464,
EMISNQCH924,Checking contraindications to procedure,0,,0.70,UNCHECKED,UNREVIEWED,,0,4141768,Medical contraindication to procedure,EVENT,,,1613550362464,
OLTR-BHI_JAK2,Test Request : JAK2,0,,0.50,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362464,
OLTR-PVM,Test Request : Plasma Viscosity,0,,0.64,UNCHECKED,UNREVIEWED,,0,37393852,Plasma viscosity,EVENT,,,1613550362464,
ALLERGY52797NEMIS,Adverse reaction to Zarzio,0,,0.56,UNCHECKED,UNREVIEWED,,0,4329330,Adverse reaction to pectin,EVENT,,,1613550362464,
OLTR-5858.,Test Request : Doppler studies,0,,0.57,UNCHECKED,UNREVIEWED,,0,4207338,Doppler studies normal,EVENT,,,1613550362465,
ALLERGY6162BRIDL,Adverse reaction to Cacit,0,,0.83,UNCHECKED,UNREVIEWED,,0,4166190,Calcitonin adverse reaction,EVENT,,,1613550362465,
EMISNQDE16,Deferred steroid therapy,0,,0.73,UNCHECKED,UNREVIEWED,,0,4182344,Oral steroid therapy,EVENT,,,1613550362465,
OLTR-T130,Test Request : Autoantibody screen,0,,0.59,UNCHECKED,UNREVIEWED,,0,37399188,Cell tissue autoantibody screening test,EVENT,,,1613550362465,
FUNDHCO5,Community Dietician Referral,0,,0.84,UNCHECKED,UNREVIEWED,,0,4138510,Referral by community-based dietitian,EVENT,,,1613550362465,
OLTR-CVCOY,Test Request : GP 2WW CT Colonoscopy (Virtual),0,,0.44,UNCHECKED,UNREVIEWED,,0,4303376,Virtual CT colonoscopy,EVENT,,,1613550362465,
OLTR-FCM:F::::F1D,Test Request : Faeces for Culture & Difficile toxin,0,,0.49,UNCHECKED,UNREVIEWED,,0,37392597,Faeces culture,EVENT,,,1613550362465,
OLTR-585A.,Test Request : U-S liver scan,0,,0.47,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362465,
OLTR-PVS,Test Request : Parvovirus Serology,0,,0.58,UNCHECKED,UNREVIEWED,,0,45877726,Parvovirus,EVENT,,,1613550362465,
EMISNQDE18,Dermoscopic photography,0,,1.00,UNCHECKED,UNREVIEWED,,0,40486413,Dermoscopic photography,EVENT,,,1613550362466,
EMISNQAC851,Actual delivery - in other hospital or institution,0,,0.49,UNCHECKED,UNREVIEWED,,0,36307849,Other Hospital Contact,EVENT,,,1613550362466,
OLTR-BHI_LDH,Test Request : Lactate Dehydrogenase (LDH),0,,0.63,UNCHECKED,UNREVIEWED,,0,4098519,LDH blood measurement,EVENT,,,1613550362466,
OLTR-CVDR,Test Request : CVD Risk,0,,0.52,UNCHECKED,UNREVIEWED,,0,40768539,General cardiovascular disease 10Y risk [#] Framingham.D'Agostino,EVENT,,,1613550362466,
FUNDHCO6,Cortisol (Unclassified),0,,0.66,UNCHECKED,UNREVIEWED,,0,45881805,Unclassified,EVENT,,,1613550362466,
ALLERGY5279EMIS,Adverse reaction to Xatral,0,,0.67,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362466,
ALLERGY6163BRIDL,Adverse reaction to Otomize,0,,0.77,UNCHECKED,UNREVIEWED,,0,4169603,Adverse reaction to oil,EVENT,,,1613550362466,
EMISNQCH947,Choose and book referral - defer to provider,0,,0.80,UNCHECKED,UNREVIEWED,,0,44792370,Choose and book referral,EVENT,,,1613550362466,
OLTR-585B.,Test Request : U-S kidneys,0,,0.56,UNCHECKED,UNREVIEWED,,0,4147846,Echography of kidney,EVENT,,,1613550362466,
OLTR-FCM:F::::F1W,Test Request : Faeces ?GIARDIA,0,,0.35,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362466,
EMISNQDE19,Dent's disease,0,,1.00,UNCHECKED,UNREVIEWED,,0,40480260,Dent's disease,EVENT,,,1613550362466,
OLTR-T150,Test Request : Specific IgG to Aspergillus,0,,0.55,UNCHECKED,UNREVIEWED,,0,4221952,Aspergillus versicolor specific immunoglobulin G,EVENT,,,1613550362467,
OLTR-PVV,Test Request : Plasma Viscosity,0,,0.64,UNCHECKED,UNREVIEWED,,0,37393852,Plasma viscosity,EVENT,,,1613550362467,
FUNDHCO7,Coagulation Screen,0,,0.84,UNCHECKED,UNREVIEWED,,0,4150222,Blood coagulation panel,EVENT,,,1613550362467,
OLTR-BHI_LFT,Test Request : Liver Function Test (LFT),0,,0.53,UNCHECKED,UNREVIEWED,,0,37398809,LFT - Liver function test,EVENT,,,1613550362467,
EMISNQAC859,Accident & emergency arrival mode,0,,0.67,UNCHECKED,UNREVIEWED,,0,4140036,Referral by Accident and Emergency doctor,EVENT,,,1613550362467,
ALLERGY5279NEMIS,Adverse reaction to Herceptin,0,,0.77,UNCHECKED,UNREVIEWED,,0,4162171,Heparin adverse reaction,EVENT,,,1613550362467,
ALLERGY6163EMIS,Adverse reaction to Calceos,0,,0.76,UNCHECKED,UNREVIEWED,,0,4166190,Calcitonin adverse reaction,EVENT,,,1613550362467,
OLTR-585C.,Test Request : US scan of breast,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362467,
OLTR-T170,Test Request : Specific IgG to Moulds,0,,0.60,UNCHECKED,UNREVIEWED,,0,4220045,Mold specific immunoglobulin G,EVENT,,,1613550362467,
FUNDHCY1,Cysto-Urethrography,0,,0.63,UNCHECKED,UNREVIEWED,,0,4059077,Urethrogram,EVENT,,,1613550362467,
EMISNQCH954,Chronic kidney disease 3 monthly review,0,,0.73,UNCHECKED,UNREVIEWED,,0,46271022,Chronic kidney disease,EVENT,,,1613550362467,
OLTR-PWH,Test Request : IgE to Wheat (iLAB),0,,0.44,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362467,
EMISNQDE2,Dementia review with third party,0,,0.56,UNCHECKED,UNREVIEWED,,0,44809952,Medication review with patient,EVENT,,,1613550362467,
OLTR-FCM:F::::F2,Test Request : Faeces (TRAVEL outside UK),0,,0.42,UNCHECKED,UNREVIEWED,,0,2721594,Services provided outside of the united states of america (list in addition to code(s) for service(s)),EVENT,,,1613550362467,
OLTR-T1C,Test Request : HbA1C,0,,0.58,UNCHECKED,UNREVIEWED,,0,37393623,HbA1c level,EVENT,,,1613550362467,
OLTR-BHI_LIP,Test Request : Lipid Profile,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362468,
FUNDHCY2,Cystometography,0,,0.89,UNCHECKED,UNREVIEWED,,0,4059073,Cystography,EVENT,,,1613550362468,
OLTR-CVG,Test Request : SARS-COV-2 (COVID-19) IgG antibody screen - PATIENTS ONLY,0,,0.32,UNCHECKED,UNREVIEWED,,0,3033147,SARS coronavirus IgG Ab [Presence] in Serum,EVENT,,,1613550362468,
OLTR-585D.,Test Request : US scan of scrotum,0,,0.62,UNCHECKED,UNREVIEWED,,0,4083772,Echography of scrotum and contents,EVENT,,,1613550362468,
"OLTR-FCM:F::::F2,FCP",Test Request : Faeces parasites ?OCP (GP),0,,0.26,UNCHECKED,UNREVIEWED,,0,37392917,Faeces pH,EVENT,,,1613550362468,
EMISNQAC860,Accident & emergency attendance category,0,,0.61,UNCHECKED,UNREVIEWED,,0,4140036,Referral by Accident and Emergency doctor,EVENT,,,1613550362468,
OLTR-BHI_MG,Test Request : Magnesium,0,,0.62,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362468,
OLTR-Paraprot,Test Request : Paraprotein studies,0,,0.52,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362468,
ALLERGY6164EMIS,Adverse reaction to Klaricid Xl,0,,0.60,UNCHECKED,UNREVIEWED,,0,4097190,Ketamine adverse reaction,EVENT,,,1613550362468,
FUNDHEB1,Ebstein Barr Virus Test,0,,0.60,UNCHECKED,UNREVIEWED,,0,45773004,Epstein Barr virus capsid IgA,EVENT,,,1613550362468,
EMISNQDE29,Depot contraception started,0,,0.86,UNCHECKED,UNREVIEWED,,0,4147938,Contraception using injectable contraceptive medication,EVENT,,,1613550362468,
EMISNQCH956,Chronic kidney disease six monthly review,0,,0.69,UNCHECKED,UNREVIEWED,,0,46271022,Chronic kidney disease,EVENT,,,1613550362468,
OLTR-CVGA,Test Request : SARS-CoV-2 IgG Ab,0,,0.50,UNCHECKED,UNREVIEWED,,0,4217391,SARS coronavirus,EVENT,,,1613550362468,
OLTR-T2,Test Request : (1) Thyroid function Tests (TSH),0,,0.49,UNCHECKED,UNREVIEWED,,0,37393428,Thyroid function test,EVENT,,,1613550362468,
FUNDHEY1,Eye Swab Sent,0,,0.70,UNCHECKED,UNREVIEWED,,0,4059218,Eye swab sent for C/S,EVENT,,,1613550362468,
ALLERGY5280EMIS,Adverse reaction to Alfuzosin Hydrochloride,0,,0.80,UNCHECKED,UNREVIEWED,,0,4095819,Alfuzosin adverse reaction,EVENT,,,1613550362468,
EMISNQDE35,Dementia confirmed,0,,0.80,UNCHECKED,UNREVIEWED,,0,45882665,Confirmed,EVENT,,,1613550362468,
OLTR-T280,Test Request : HLA-B27,0,,0.61,UNCHECKED,UNREVIEWED,,0,4145914,HLA-B27 antigen,EVENT,,,1613550362469,
FUNDHFA1,Factor Assays,0,,0.77,UNCHECKED,UNREVIEWED,,0,4217630,Clotting factor VII assay,EVENT,,,1613550362469,
OLTR-Patient transport,Test Request : Patient transport,0,,0.71,UNCHECKED,UNREVIEWED,,0,40760943,Patient transportation request Document,EVENT,,,1613550362469,
OLTR-585E.,Test Request : US scan of bladder,0,,0.64,UNCHECKED,UNREVIEWED,,0,4060629,US scan of bladder,EVENT,,,1613550362469,
OLTR-FCM:F::::FCP,"Test Request : Faeces Ova, Cysts & Parasites only",0,,0.51,UNCHECKED,UNREVIEWED,,0,36309395,"No ova, cysts or parasites seen",EVENT,,,1613550362469,
EMISNQAC871,Accident and emergency attendance disposal,0,,0.64,UNCHECKED,UNREVIEWED,,0,4150087,Accident and Emergency service,EVENT,,,1613550362469,
ALLERGY6166BRIDL,Adverse reaction to Teicoplanin,0,,0.88,UNCHECKED,UNREVIEWED,,0,4099126,Teicoplanin adverse reaction,EVENT,,,1613550362469,
OLTR-T3,Test Request : Total T3 (MCHfT),0,,0.38,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362469,
FUNDHFO1,Forensic Psychiatric Referral,0,,0.88,UNCHECKED,UNREVIEWED,,0,4141074,Referral by forensic psychiatrist,EVENT,,,1613550362469,
EMISNQCH96,Changing size of pigmented skin lesion,0,,0.85,UNCHECKED,UNREVIEWED,,0,4202544,Changing color of pigmented skin lesion,EVENT,,,1613550362469,
ALLERGY5282EMIS,Adverse reaction to Lodine Sr,0,,0.77,UNCHECKED,UNREVIEWED,,0,4317379,Adverse reaction to lobeline,EVENT,,,1613550362469,
OLTR-BHI_MYEL,Test Request : Immunoglobulins & Protein electrophoresis (Myeloma Screen),0,,0.51,UNCHECKED,UNREVIEWED,,0,40758424,Protein electrophoresis and Immunoglobulins panel - Serum,EVENT,,,1613550362469,
OLTR-CVGS,Test Request : SARS-COV-2 (COVID-19) IgG antibody screen - STAFF ONLY,0,,0.32,UNCHECKED,UNREVIEWED,,0,3033147,SARS coronavirus IgG Ab [Presence] in Serum,EVENT,,,1613550362469,
EMISNQAC872,Accident & emergency department type,0,,0.76,UNCHECKED,UNREVIEWED,,0,4021520,Accident and Emergency department,EVENT,,,1613550362469,
EMISNQDE41,Dementia monitoring in primary care,0,,0.72,UNCHECKED,UNREVIEWED,,0,44790944,Dementia monitoring,EVENT,,,1613550362469,
OLTR-585G.,Test Request : Ultrasound scan of thyroid,0,,0.72,UNCHECKED,UNREVIEWED,,0,4083110,US scan of thyroid,EVENT,,,1613550362469,
OLTR-Pertussis PCR (PERN),Test Request : Pertussis PCR (Nasopharyngeal swab),0,,0.54,UNCHECKED,UNREVIEWED,,0,45759755,Nasopharyngeal swab,EVENT,,,1613550362470,
OLTR-BHI_NBNP,Test Request : NT-PRO BNP,0,,0.45,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362470,
ALLERGY6168EMIS,Adverse reaction to Differin,0,,0.73,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362470,
OLTR-FCM:F::::FTR,"Test Request : Faeces (TRAVEL outside UK, EU, USA, ANZ)",0,,0.33,UNCHECKED,UNREVIEWED,,0,2721594,Services provided outside of the united states of america (list in addition to code(s) for service(s)),EVENT,,,1613550362470,
OLTR-T34H,Test Request : Full thyroid function tests,0,,0.65,UNCHECKED,UNREVIEWED,,0,37393428,Thyroid function test,EVENT,,,1613550362470,
FUNDHFO3,Foreign Body Localisation,0,,0.80,UNCHECKED,UNREVIEWED,,0,4288148,Ultrasound for foreign body localization,EVENT,,,1613550362470,
ALLERGY5283NEMIS,Adverse reaction to Rabipur,0,,0.70,UNCHECKED,UNREVIEWED,,0,4097948,Biperiden adverse reaction,EVENT,,,1613550362470,
EMISNQCH963,Chagas' disease screening offered,0,,0.82,UNCHECKED,UNREVIEWED,,0,436334,Infection by Trypanosoma cruzi,EVENT,,,1613550362470,
OLTR-Phase 2&3rheutab3,Test Request : Phase 2 & 3,0,,0.47,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362470,
OLTR-BHI_OEST,Test Request : Oestradiol,0,,0.59,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362470,
OLTR-585i.,Test Request : US scan of neck,0,,0.60,UNCHECKED,UNREVIEWED,,0,4083108,US scan of neck,EVENT,,,1613550362471,
OLTR-CVP,Test request : Hepatitis C PCR qualitative.,0,,0.54,UNCHECKED,UNREVIEWED,,0,37394343,Hepatitis C PCR,EVENT,,,1613550362471,
EMISNQAC873,Accident and Emergency treatment code,0,,0.75,UNCHECKED,UNREVIEWED,,0,4056945,Emergency treatment,EVENT,,,1613550362471,
EMISNQDE56,Degree of urinary incontinence,0,,0.75,UNCHECKED,UNREVIEWED,,0,45879944,Urinary incontinence,EVENT,,,1613550362471,
ALLERGY6169EMIS,Adverse reaction to Adapalene,0,,0.74,UNCHECKED,UNREVIEWED,,0,4165326,Indapamide adverse reaction,EVENT,,,1613550362471,
EMISNQCH98,Change in urination,0,,0.69,UNCHECKED,UNREVIEWED,,0,4139809,Changed status,EVENT,,,1613550362471,
OLTR-FCM:F::FF::HPYA,Test Request : Faeces for H pylori antigen (GP),0,,0.38,UNCHECKED,UNREVIEWED,,0,42531100,Greulich and Pyle (GP) Atlas,EVENT,,,1613550362471,
OLTR-BHI_PROL,Test Request : Prolactin,0,,0.66,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362471,
OLTR-T3B,Test Request : Silver Birch Pollen RAST,0,,0.70,UNCHECKED,UNREVIEWED,,0,4115938,Silver birch pollen,EVENT,,,1613550362471,
ALLERGY5284EMIS,Adverse reaction to Fleet Ready-To-Use,0,,0.64,UNCHECKED,UNREVIEWED,,0,21021167,"Sodium Phosphate, Dibasic Oral Solution [Fleet Ready-to-use]",EVENT,,,1613550362472,
OLTR-Physiotherapy NT,Test Request : Physiotherapy - North Tyne,0,,0.47,UNCHECKED,UNREVIEWED,,0,36716213,Physiotherapy,EVENT,,,1613550362472,
FUNDHGE1,Genitourinary Medical Referral,0,,0.78,UNCHECKED,UNREVIEWED,,0,4141566,Referral to genitourinary medicine service,EVENT,,,1613550362472,
OLTR-BHI_PSA,Test Request : PSA,0,,0.65,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362472,
OLTR-T3SH,Test Request : Free T3 & TSH,0,,0.41,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362472,
EMISNQCH99,Change in menses,0,,0.71,UNCHECKED,UNREVIEWED,,0,4139809,Changed status,EVENT,,,1613550362472,
OLTR-FCM:F::FFS::F1,"Test Request : Faeces (diarrhoea &#60,2wks)",0,,0.29,UNCHECKED,UNREVIEWED,,0,196523,Diarrhea,EVENT,,,1613550362472,
OLTR-5893.,Test Request : Magnetic field for diagnosis,0,,0.76,UNCHECKED,UNREVIEWED,,0,4058481,Magnetic field for diagnosis,EVENT,,,1613550362472,
OLTR-CVPCR,Test Request : *Nose/throat swab for COVID-19 testing,0,,0.33,UNCHECKED,UNREVIEWED,,0,4119519,Throat swab,EVENT,,,1613550362472,
EMISNQDE57,Degree of urinary incontinence: mild,0,,0.57,UNCHECKED,UNREVIEWED,,0,45879944,Urinary incontinence,EVENT,,,1613550362472,
OLTR-T4,Test Request : Free T4,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362472,
FUNDHHA1,"Haematology Profile (Fbc,Esr,Pv)",0,,0.29,UNCHECKED,UNREVIEWED,,0,4141733,Hematology procedure,EVENT,,,1613550362472,
ALLERGY5285EMIS,Adverse reaction to Adizem-Xl,0,,0.56,UNCHECKED,UNREVIEWED,,0,4329335,Adverse reaction to adiphenine,EVENT,,,1613550362472,
OLTR-Physiotherapy North,Test Request : Physiotherapy - North,0,,0.52,UNCHECKED,UNREVIEWED,,0,36716213,Physiotherapy,EVENT,,,1613550362472,
OLTR-FCM:F::FFS::F1A,"Test Request : Faeces (diarrhoea &#62,2wks)",0,,0.29,UNCHECKED,UNREVIEWED,,0,196523,Diarrhea,EVENT,,,1613550362472,
OLTR-BHI_R,Test Request : Reticulocytes & Full Blood Count,0,,0.50,UNCHECKED,UNREVIEWED,,0,37397920,Reticulocyte count,EVENT,,,1613550362472,
OLTR-58D..,Test Request : Ultrasound scan,0,,0.74,UNCHECKED,UNREVIEWED,,0,4292193,Ultrasound scan requested,EVENT,,,1613550362472,
OLTR-T4F,Test Request : Free T4,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362472,
EMISNQAC875,Acquired distortion of the uterine cavity,0,,0.59,UNCHECKED,UNREVIEWED,,0,4223512,Acquired atrophy of uterus,EVENT,,,1613550362473,
OLTR-CVULV,Test Request : Vulval Swab Culture,0,,0.58,UNCHECKED,UNREVIEWED,,0,4122266,Vulval swab,EVENT,,,1613550362473,
FUNDHHE1,Hepatitis A Test,0,,1.00,UNCHECKED,UNREVIEWED,,0,37399219,Hepatitis A test,EVENT,,,1613550362473,
ALLERGY617,Adverse reaction to Dobutamine Hydrochloride,0,,0.77,UNCHECKED,UNREVIEWED,,0,4097941,Dobutamine adverse reaction,EVENT,,,1613550362473,
OLTR-Physiotherapy West,Test Request : Physiotherapy - West,0,,0.51,UNCHECKED,UNREVIEWED,,0,36716213,Physiotherapy,EVENT,,,1613550362473,
OLTR-T4SH,Test Request : Free T4 & TSH,0,,0.42,UNCHECKED,UNREVIEWED,,0,4196969,T4 free measurement,EVENT,,,1613550362473,
ALLERGY5287EMIS,Adverse reaction to Dilzem Xl,0,,0.58,UNCHECKED,UNREVIEWED,,0,441207,Adverse reaction to drug,EVENT,,,1613550362473,
OLTR-FCM:F::FFU::FC,Test Request : Faeces (Routine C&S),0,,0.40,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362473,
EMISNQCI1,Ciclosporin monitoring undertaken in secondary care,0,,0.57,UNCHECKED,UNREVIEWED,,0,44813093,Medication monitored in secondary care,EVENT,,,1613550362473,
OLTR-58D1.,Test Request : US scan of hip,0,,0.58,UNCHECKED,UNREVIEWED,,0,4085447,US scan of hip,EVENT,,,1613550362473,
