sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
Xabz0,Serum phospholipase-A2 receptor antibody level,0,,0.0,UNCHECKED,37392994,
Xac9h,Serum steroid cell antibody test,0,,0.0,UNCHECKED,37392732,
XacIi,Serum BP230 antibody level,0,,0.0,UNCHECKED,37393184,
XacIj,Serum BP180 antibody level,0,,0.0,UNCHECKED,37393185,
XacIl,Serum desmoglein 1 antibody level,0,,0.0,UNCHECKED,37399235,
XacIm,Serum desmoglein 3 antibody level,0,,0.0,UNCHECKED,37393183,
XacvO,Serum granulocyte antibody level,0,,0.0,UNCHECKED,37392974,
XaK19,CD38/CD19 count,0,,0.0,UNCHECKED,37393569,
XaK1A,CD41 count,0,,0.0,UNCHECKED,37393741,
XaK1M,CD103 count,0,,0.0,UNCHECKED,37393749,
XaK1N,Percentage CD13 count,0,,0.0,UNCHECKED,37393758,
XaK1O,CD5 count,0,,0.0,UNCHECKED,37393735,
XaK1P,Percentage CD55 count,0,,0.0,UNCHECKED,37398635,
XaK1Q,Percentage CD59 count,0,,0.0,UNCHECKED,37393760,
XaK1S,Percentage CD61 count,0,,0.0,UNCHECKED,37393570,
XaK1T,CD64 count,0,,0.0,UNCHECKED,37393742,
XaK7D,Absolute CD103 count,0,,0.0,UNCHECKED,37394211,
XaK1V,Percentage CD79a count,0,,0.0,UNCHECKED,37393736,
XaK1W,CD79b count,0,,0.0,UNCHECKED,37393571,
XaK6p,CD3/CD4/CD8 count,0,,0.0,UNCHECKED,37394166,
XaOj8,Percentage CD38 count,0,,0.0,UNCHECKED,37392631,
XaOjR,Percentage CD57 count,0,,0.0,UNCHECKED,37392632,
XaZhY,CD18+ percentage of lymphocytes,0,,0.0,UNCHECKED,37392452,
XaZhZ,CD11a+ percentage of lymphocytes,0,,0.0,UNCHECKED,37392447,
XaZhm,CD3-/HLA-DR+ percentage of lymphocytes,0,,0.0,UNCHECKED,37392451,
XaZuw,Cytoplasmic CD22 percentage of lymphocytes,0,,0.0,UNCHECKED,37394260,
XaZvA,Cytoplasmic CD3 percentage of lymphocytes,0,,0.0,UNCHECKED,37394315,
XaaQ5,CD138+ percentage of nucleated cells,0,,0.0,UNCHECKED,37392147,
Xad6Z,Percentage CD20 count,0,,0.0,UNCHECKED,37392973,
XaerW,Percentage CD34 count,0,,0.0,UNCHECKED,37395371,
XaerX,Percentage CD41 count,0,,0.0,UNCHECKED,37395372,
XaerY,Percentage CD64 count,0,,0.0,UNCHECKED,37395373,
XaerZ,Percentage CD14 count,0,,0.0,UNCHECKED,37395374,
XaKCw,Mushroom RAST test,0,,0.0,UNCHECKED,37393759,
XaKIC,Yoghurt RAST test,0,,0.0,UNCHECKED,37393746,
XaKIE,Ibuprofen RAST test,0,,0.0,UNCHECKED,37393750,
XaL0T,Chickpea RAST test,0,,0.0,UNCHECKED,37393697,
XaL0U,Penicillium notatum RAST test,0,,0.0,UNCHECKED,37393703,
XaL0V,Penicillium frequentans RAST test,0,,0.0,UNCHECKED,37393704,
XaL0W,Linseed RAST test,0,,0.0,UNCHECKED,37398652,
XaL17,Macadamia nut RAST test,0,,0.0,UNCHECKED,37399308,
XaL2p,Watermelon RAST test,0,,0.0,UNCHECKED,37393394,
XaL2q,Foxtail millet RAST test,0,,0.0,UNCHECKED,37399265,
XaL2r,Castor bean RAST test,0,,0.0,UNCHECKED,37399686,
XaLB7,Elder pollen RAST test,0,,0.0,UNCHECKED,37393440,
XaLB8,Elm pollen RAST test,0,,0.0,UNCHECKED,37393439,
XaLB9,Oak pollen RAST test,0,,0.0,UNCHECKED,37398619,
XaLWQ,Green bean RAST test,0,,0.0,UNCHECKED,37393554,
XaLws,Oyster RAST test,0,,0.0,UNCHECKED,37393555,
XaMlq,Aspergillus niger RAST test,0,,0.0,UNCHECKED,37398122,
XaMlr,Ferret epithelium RAST test,0,,0.0,UNCHECKED,37399045,
XaMoj,Mandarin RAST test,0,,0.0,UNCHECKED,37398142,
XaMok,Cultivated wheat (pollen) RAST test,0,,0.0,UNCHECKED,37398143,
XaMpN,Cranberry RAST test,0,,0.0,UNCHECKED,37398146,
XaMvr,Willow pollen RAST test,0,,0.0,UNCHECKED,37392259,
XaMvs,Corn pollen RAST test,0,,0.0,UNCHECKED,37399079,
XaMxT,Gerbil epithelium RAST test,0,,0.0,UNCHECKED,37392261,
XaNHs,Coriander RAST test,0,,0.0,UNCHECKED,37392262,
XaNHt,American beech RAST test,0,,0.0,UNCHECKED,37392263,
XaNHv,Boiled milk RAST test,0,,0.0,UNCHECKED,37392264,
XaNHw,Box elder pollen RAST test,0,,0.0,UNCHECKED,37392265,
XaNI0,Cow whey RAST test,0,,0.0,UNCHECKED,37392266,
XaNI1,Trout RAST test,0,,0.0,UNCHECKED,37392267,
XaNI3,Swordfish RAST test,0,,0.0,UNCHECKED,37392268,
XaNI5,Halibut RAST test,0,,0.0,UNCHECKED,37392269,
XaNI6,Herring RAST test,0,,0.0,UNCHECKED,37392270,
XaNI7,Plaice RAST test,0,,0.0,UNCHECKED,37392271,
XaNIT,Horse chestnut RAST test,0,,0.0,UNCHECKED,37392280,
XaNIU,Lupin pollen RAST test,0,,0.0,UNCHECKED,37392273,
XaNIW,Erythromycin RAST test,0,,0.0,UNCHECKED,37399106,
XaNIY,White ash pollen RAST test,0,,0.0,UNCHECKED,37392274,
XaNIa,Grey alder RAST test,0,,0.0,UNCHECKED,37392275,
XaNIb,Olive tree RAST test,0,,0.0,UNCHECKED,37392276,
XaNIc,Privet RAST test,0,,0.0,UNCHECKED,37392277,
XaNMw,Pumpkin (seed) RAST test,0,,0.0,UNCHECKED,37392282,
XaNRl,Red kidney bean RAST test,0,,0.0,UNCHECKED,37398155,
XaNRn,Chlorhexidine RAST test,0,,0.0,UNCHECKED,37392613,
XaNS9,Ampicilloyl RAST test,0,,0.0,UNCHECKED,37392419,
XaO8O,Diclofenac RAST test,0,,0.0,UNCHECKED,37398282,
XaOhV,Anchovy RAST test,0,,0.0,UNCHECKED,37398429,
XaPJs,Lupin seed RAST test,0,,0.0,UNCHECKED,37398262,
XaPPJ,Scallop RAST test,0,,0.0,UNCHECKED,37398431,
XaPq3,Tropomyosin RAST test,0,,0.0,UNCHECKED,37398440,
XaQU6,Dill RAST test,0,,0.0,UNCHECKED,37398151,
XaQoW,Sole RAST test,0,,0.0,UNCHECKED,37392438,
XaQu0,Ovomucoid RAST test,0,,0.0,UNCHECKED,37392437,
XaVyv,Allspice RAST test,0,,0.0,UNCHECKED,37398054,
XaVyw,Cor a 8 RAST test,0,,0.0,UNCHECKED,37398439,
XaXmo,Passion fruit RAST test,0,,0.0,UNCHECKED,37392298,
XaXmr,Aubergine RAST test,0,,0.0,UNCHECKED,37392297,
XaKF1,Immunophenotyping,0,,0.0,UNCHECKED,37393598,
XaKF2,Percentage CD34/HLADR count,0,,0.0,UNCHECKED,37393563,
XaYjp,CD56 immunophenotyping,0,,0.0,UNCHECKED,37399065,
XaZlz,Major histocompatibility class I percentage of lymphocytes,0,,0.0,UNCHECKED,37392453,
XaKIf,CD4 immune monitoring,0,,0.0,UNCHECKED,37393565,
XaMBB,Poliovirus type 1 nucleic acid detection,0,,0.0,UNCHECKED,37398727,
Xab92,Poliovirus type 1 nucleic acid detection assay,0,,0.0,UNCHECKED,37398727,
Xabpm,Poliovirus type 1 ribonucleic acid detection assay,0,,0.0,UNCHECKED,37392752,
XaMBC,Poliovirus type 2 nucleic acid detection,0,,0.0,UNCHECKED,37398801,
Xab93,Poliovirus type 2 nucleic acid detection assay,0,,0.0,UNCHECKED,37398801,
Xabpn,Poliovirus type 2 ribonucleic acid detection assay,0,,0.0,UNCHECKED,37398544,
XaMBD,Poliovirus type 3 nucleic acid detection,0,,0.0,UNCHECKED,37394289,
Xab94,Poliovirus type 3 nucleic acid detection assay,0,,0.0,UNCHECKED,37394289,
Xabpo,Poliovirus type 3 ribonucleic acid detection assay,0,,0.0,UNCHECKED,37392751,
XaMBK,Human immunodeficiency virus ribonucleic acid/deoxyribonucleic acid ratio,0,,0.0,UNCHECKED,37398121,
XaN6T,Herpes simplex virus type 1 nucleic acid detection,0,,0.0,UNCHECKED,37394290,
Xab7O,Herpes simplex virus type 1 nucleic acid detection assay,0,,0.0,UNCHECKED,37394290,
XabpC,Herpes simplex type 1 deoxyribonucleic acid detection assay,0,,0.0,UNCHECKED,37392776,
XaN6U,Herpes simplex virus type 2 nucleic acid detection,0,,0.0,UNCHECKED,37392432,
Xab7P,Herpes simplex virus type 2 nucleic acid detection assay,0,,0.0,UNCHECKED,37392432,
XabpD,Herpes simplex type 2 deoxyribonucleic acid detection assay,0,,0.0,UNCHECKED,37392775,
XaYKq,Influenza A nucleic acid detection,0,,0.0,UNCHECKED,37394297,
Xab85,Influenza A nucleic acid detection assay,0,,0.0,UNCHECKED,37394297,
XabpY,Influenza A virus ribonucleic acid detection assay,0,,0.0,UNCHECKED,37392762,
XaYX6,Hepatitis A nucleic acid detection,0,,0.0,UNCHECKED,37394298,
Xab7o,Hepatitis A nucleic acid detection assay,0,,0.0,UNCHECKED,37394298,
Xabp5,Hepatitis A ribonucleic acid detection assay,0,,0.0,UNCHECKED,37392780,
XaYZ8,Parechovirus ribonucleic acid detection,0,,0.0,UNCHECKED,37392624,
XaYZ9,Parainfluenza type 4 nucleic acid detection,0,,0.0,UNCHECKED,37394299,
Xab8z,Parainfluenza type 4 nucleic acid detection assay,0,,0.0,UNCHECKED,37394299,
Xabpj,Parainfluenza virus type 4 ribonucleic acid detection assay,0,,0.0,UNCHECKED,37392754,
XaZ17,Treponema pallidum deoxyribonucleic acid detection,0,,0.0,UNCHECKED,37398507,
XaZMV,Influenza B nucleic acid detection,0,,0.0,UNCHECKED,37394300,
Xab86,Influenza B nucleic acid detection assay,0,,0.0,UNCHECKED,37394300,
XabpZ,Influenza B virus ribonucleic acid detection assay,0,,0.0,UNCHECKED,37392761,
XaceT,Bordetella pertussis deoxyribonucleic acid detection,0,,0.0,UNCHECKED,37393013,
XaceU,Pneumococcal deoxyribonucleic acid detection,0,,0.0,UNCHECKED,37393014,
Xaes5,Parainfluenza group RNA (ribonucleic acid) detection assay,0,,0.0,UNCHECKED,37395396,
Xaes6,Chikungunya virus DNA (deoxyribonucleic acid) detection assay,0,,0.0,UNCHECKED,37395397,
XaQo1,Ara h 2 immunoglobulin E level,0,,0.0,UNCHECKED,37392614,
XaX4C,Bence Jones protein/creatinine ratio measurement,0,,0.0,UNCHECKED,37392626,
XaX4D,Bence Jones protein excretion level,0,,0.0,UNCHECKED,37392627,
XabBH,Serum kappa light chain level,0,,0.0,UNCHECKED,37392320,
XabBI,Serum lambda light chain level,0,,0.0,UNCHECKED,37392319,
XE25E,Thyroid hormone tests,0,,0.0,UNCHECKED,37394133,
XE2wx,Thyroxine binding globulin level,0,,0.0,UNCHECKED,37393425,
XacUM,Serum thyroxine binding globulin concentration,0,,0.0,UNCHECKED,37393193,
XE25G,Thyroid releasing hormone level,0,,0.0,UNCHECKED,37393426,
XaET7,30 minute plasma TSH level,0,,0.0,UNCHECKED,37399269,
XaESa,60 minute plasma TSH level,0,,0.0,UNCHECKED,37393429,
XaET2,90 minute plasma TSH level,0,,0.0,UNCHECKED,37393430,
XaESb,120 minute plasma TSH level,0,,0.0,UNCHECKED,37393431,
XaESc,150 minute plasma TSH level,0,,0.0,UNCHECKED,37393432,
XaETX,30 minute serum TSH level,0,,0.0,UNCHECKED,37393433,
XaESX,60 minute serum TSH level,0,,0.0,UNCHECKED,37399687,
XaESY,90 minute serum TSH level,0,,0.0,UNCHECKED,37393434,
XaET1,120 minute serum TSH level,0,,0.0,UNCHECKED,37393435,
XaESZ,150 minute serum TSH level,0,,0.0,UNCHECKED,37393436,
XaERq,Serum free triiodothyronine level,0,,0.0,UNCHECKED,37393437,
XaELW,Plasma TSH level,0,,0.0,UNCHECKED,37393873,
XaERt,Plasma free triiodothyronine level,0,,0.0,UNCHECKED,37393874,
XaESF,Plasma total T4 level,0,,0.0,UNCHECKED,37393875,
XaESG,Serum total T4 level,0,,0.0,UNCHECKED,37393876,
XaERs,Plasma free T4 level,0,,0.0,UNCHECKED,37399333,
XaIaQ,Serum thyroglobulin level,0,,0.0,UNCHECKED,37398582,
XaIzE,Blood spot TSH level,0,,0.0,UNCHECKED,37398388,
XaIzH,Serum total T3 level,0,,0.0,UNCHECKED,37398175,
XSK8v,Thyrotropin releasing hormone (TRH) stimulation test,0,,0.0,UNCHECKED,37393508,
XE25H,Gonadotrophin level,0,,0.0,UNCHECKED,37399054,
XE25I,Luteinising hormone level,0,,0.0,UNCHECKED,37398732,
XaX4V,20 minute luteinising hormone level,0,,0.0,UNCHECKED,37393829,
XE25J,Follicle stimulating hormone level,0,,0.0,UNCHECKED,37394135,
XaX4U,20 minute follicle stimulating hormone level,0,,0.0,UNCHECKED,37398668,
XaET8,30 minute plasma prolactin level,0,,0.0,UNCHECKED,37393878,
XaESh,60 minute plasma prolactin level,0,,0.0,UNCHECKED,37393879,
XaESi,90 minute plasma prolactin level,0,,0.0,UNCHECKED,37393880,
XaESj,120 minute plasma prolactin level,0,,0.0,UNCHECKED,37393881,
XaET9,150 minute plasma prolactin level,0,,0.0,UNCHECKED,37393882,
XaESf,30 minute serum prolactin level,0,,0.0,UNCHECKED,37399334,
XaESd,60 minute serum prolactin level,0,,0.0,UNCHECKED,37398677,
XaESe,90 minute serum prolactin level,0,,0.0,UNCHECKED,37393883,
XaET3,120 minute serum prolactin level,0,,0.0,UNCHECKED,37393884,
XaESg,150 minute serum prolactin level,0,,0.0,UNCHECKED,37398678,
XaESp,30 minute plasma FSH level,0,,0.0,UNCHECKED,37399335,
XaETK,60 minute plasma FSH level,0,,0.0,UNCHECKED,37393885,
XaEUB,90 minute plasma FSH level,0,,0.0,UNCHECKED,37398679,
XaETD,120 minute plasma FSH level,0,,0.0,UNCHECKED,37393886,
XaESs,150 minute plasma FSH level,0,,0.0,UNCHECKED,37399336,
XaETA,30 minute plasma LH level,0,,0.0,UNCHECKED,37398680,
XaET5,60 minute plasma LH level,0,,0.0,UNCHECKED,37393887,
XaETB,90 minute plasma LH level,0,,0.0,UNCHECKED,37393888,
XaESn,120 minute plasma LH level,0,,0.0,UNCHECKED,37393889,
XaESo,150 minute plasma LH level,0,,0.0,UNCHECKED,37393890,
XaETH,30 minute serum FSH level,0,,0.0,UNCHECKED,37393891,
XaESq,60 minute serum FSH level,0,,0.0,UNCHECKED,37393892,
XaETC,90 minute serum FSH level,0,,0.0,UNCHECKED,37399337,
XaEUC,120 minute serum FSH level,0,,0.0,UNCHECKED,37393893,
XaESr,150 minute serum FSH level,0,,0.0,UNCHECKED,37393894,
XaETN,30 minute serum LH level,0,,0.0,UNCHECKED,37399338,
XaET4,60 minute serum LH level,0,,0.0,UNCHECKED,37393895,
XaESk,90 minute serum LH level,0,,0.0,UNCHECKED,37393896,
XaESl,120 minute serum LH level,0,,0.0,UNCHECKED,37393897,
XaESm,150 minute serum LH level,0,,0.0,UNCHECKED,37393898,
XaELa,Plasma LH level,0,,0.0,UNCHECKED,37399339,
XaELY,Plasma prolactin level,0,,0.0,UNCHECKED,37393900,
XaELZ,Plasma FSH level,0,,0.0,UNCHECKED,37393902,
XaELX,Serum prolactin level,0,,0.0,UNCHECKED,37393903,
XaasC,Serum prolactin polyethylene glycol recovery level,0,,0.0,UNCHECKED,37398312,
XaJ24,Serum macroprolactin level,0,,0.0,UNCHECKED,37392344,
XaJGN,Serum monomeric prolactin level,0,,0.0,UNCHECKED,37393174,
XaJbW,Serum inhibin level,0,,0.0,UNCHECKED,37399621,
XaJmZ,Monomeric prolactin level,0,,0.0,UNCHECKED,37399216,
XaJma,Serum prolactin isoforms,0,,0.0,UNCHECKED,37393509,
XaMLO,Inhibin A level,0,,0.0,UNCHECKED,37398138,
XabwA,Plasma inhibin A level,0,,0.0,UNCHECKED,37399203,
XaMLP,Inhibin B level,0,,0.0,UNCHECKED,37398139,
XabwB,Plasma inhibin B level,0,,0.0,UNCHECKED,37392957,
XaMop,Serum inhibin-A mean of median measurement,0,,0.0,UNCHECKED,37399048,
XE25L,Human placental lactogen level,0,,0.0,UNCHECKED,37393904,
XE25M,Serum oestriol level,0,,0.0,UNCHECKED,37398199,
XaMos,Serum unconjugated oestriol mean of median measurement,0,,0.0,UNCHECKED,37392260,
X7725,Unconjugated oestriol level,0,,0.0,UNCHECKED,37399130,
XE2pk,Female sex hormones - serum level,0,,0.0,UNCHECKED,37394170,
XE2dq,Serum progesterone level,0,,0.0,UNCHECKED,37398201,
XaEQo,Plasma oestradiol level,0,,0.0,UNCHECKED,37399340,
XE2pl,Male sex hormones - serum level,0,,0.0,UNCHECKED,37398807,
XE2dr,Serum testosterone level,0,,0.0,UNCHECKED,37398202,
XE2pm,Free androgen index,0,,0.0,UNCHECKED,37393905,
XE2pn,Serum androstenedione level,0,,0.0,UNCHECKED,37393906,
XaETq,Plasma 5-alpha-dihydrotestosterone level,0,,0.0,UNCHECKED,37393907,
XaEMR,Plasma androstenedione level,0,,0.0,UNCHECKED,37393908,
XaERY,Plasma androsterone level,0,,0.0,UNCHECKED,37393909,
XaEMV,Serum 5-alpha-dihydrotestosterone level,0,,0.0,UNCHECKED,37399625,
XaEMW,Serum androsterone level,0,,0.0,UNCHECKED,37399032,
XaIqI,Dehydroepiandrosterone sulphate level,0,,0.0,UNCHECKED,37393028,
XaItP,Plasma dehydroepiandrosterone sulphate level,0,,0.0,UNCHECKED,37397891,
XaItQ,Plasma testosterone level,0,,0.0,UNCHECKED,37398079,
XaJAm,Androgen level,0,,0.0,UNCHECKED,37392345,
XaLOc,Dehydroepiandrostenedione excretion,0,,0.0,UNCHECKED,37393536,
XaLOd,Dehydroepiandrostenedione:creatinine ratio,0,,0.0,UNCHECKED,37398703,
Xab9r,Urine dehydroepiandrostenedione:creatinine ratio,0,,0.0,UNCHECKED,37392573,
XaLOe,Dehydroepiandrostenedione concentration level,0,,0.0,UNCHECKED,37393537,
XE2xV,Serum growth hormone level,0,,0.0,UNCHECKED,37398203,
XE2xW,Serum cortisol level,0,,0.0,UNCHECKED,37398204,
XE2xX,Serum ACTH level,0,,0.0,UNCHECKED,37399649,
XE2xY,Serum aldosterone level,0,,0.0,UNCHECKED,37392934,
XE2po,Serum ADH-arginine vasopressin level,0,,0.0,UNCHECKED,37398015,
X77X0,Combined pituitary function test,0,,0.0,UNCHECKED,37392676,
XaERP,30 minute plasma cortisol level,0,,0.0,UNCHECKED,37398016,
XaEQ0,60 minute plasma cortisol level,0,,0.0,UNCHECKED,37398017,
XaEQ2,90 minute plasma cortisol level,0,,0.0,UNCHECKED,37398018,
XaEPy,120 minute plasma cortisol level,0,,0.0,UNCHECKED,37399033,
XaEQ1,150 minute plasma cortisol level,0,,0.0,UNCHECKED,37398019,
XaESz,180 minute plasma cortisol level,0,,0.0,UNCHECKED,37398020,
XaEU3,210 minute plasma cortisol level,0,,0.0,UNCHECKED,37398021,
XaET0,240 minute plasma cortisol level,0,,0.0,UNCHECKED,37398022,
XaESS,30 minute plasma GH level,0,,0.0,UNCHECKED,37399626,
XaESR,60 minute plasma GH level,0,,0.0,UNCHECKED,37398023,
XaESQ,90 minute plasma GH level,0,,0.0,UNCHECKED,37398024,
XaEST,120 minute plasma GH level,0,,0.0,UNCHECKED,37398025,
XaET6,150 minute plasma GH level,0,,0.0,UNCHECKED,37398026,
XaESt,180 minute plasma GH level,0,,0.0,UNCHECKED,37398027,
XaESu,210 minute plasma GH level,0,,0.0,UNCHECKED,37398028,
XaETE,240 minute plasma GH level,0,,0.0,UNCHECKED,37398029,
XaEPv,30 minute serum cortisol level,0,,0.0,UNCHECKED,37398030,
XaEUD,60 minute serum cortisol level,0,,0.0,UNCHECKED,37399627,
XaEPz,90 minute serum cortisol level,0,,0.0,UNCHECKED,37398031,
XaEPw,120 minute serum cortisol level,0,,0.0,UNCHECKED,37399584,
XaEPx,150 minute serum cortisol level,0,,0.0,UNCHECKED,37398032,
XaESx,180 minute serum cortisol level,0,,0.0,UNCHECKED,37398033,
XaETF,210 minute serum cortisol level,0,,0.0,UNCHECKED,37398034,
XaESy,240 minute serum cortisol level,0,,0.0,UNCHECKED,37398035,
XaESU,30 minute serum GH level,0,,0.0,UNCHECKED,37398036,
XaESV,60 minute serum GH level,0,,0.0,UNCHECKED,37399628,
XaESW,90 minute serum GH level,0,,0.0,UNCHECKED,37398037,
XaETG,120 minute serum GH level,0,,0.0,UNCHECKED,37398038,
XaETL,150 minute serum GH level,0,,0.0,UNCHECKED,37398039,
XaETM,180 minute serum GH level,0,,0.0,UNCHECKED,37398040,
XaESv,210 minute serum GH level,0,,0.0,UNCHECKED,37398041,
XaESw,240 minute serum GH level,0,,0.0,UNCHECKED,37398042,
XaEMB,Serum adrenaline level,0,,0.0,UNCHECKED,37398043,
XaETr,Plasma aetiocholanolone level,0,,0.0,UNCHECKED,37399629,
XaETn,Plasma 17-oxosteroid level,0,,0.0,UNCHECKED,37398044,
XaETm,Plasma 17-alpha-hydroxyprogesterone level,0,,0.0,UNCHECKED,37398045,
XaETl,Plasma 11-deoxycortisol level,0,,0.0,UNCHECKED,37398046,
XaEMT,Serum 17-oxosteroid level,0,,0.0,UNCHECKED,37398047,
XaEQu,Serum 11-deoxycortisol level,0,,0.0,UNCHECKED,37398048,
XaERn,Plasma arginine vasopressin level,0,,0.0,UNCHECKED,37399630,
XaELU,Plasma growth hormone level,0,,0.0,UNCHECKED,37394084,
XaERC,Serum 17-alphahydroxyprogesterone level,0,,0.0,UNCHECKED,37398049,
XaENJ,Serum aetiocholanolone level,0,,0.0,UNCHECKED,37398050,
XaEOO,Plasma adrenaline level,0,,0.0,UNCHECKED,37398051,
XaISG,Plasma aldosterone level,0,,0.0,UNCHECKED,37393125,
XaIck,Plasma ACTH level,0,,0.0,UNCHECKED,37393126,
X77X6,Dexamethasone suppression test,0,,0.0,UNCHECKED,37393029,
XaIqB,Plasma aldosterone ambulant level,0,,0.0,UNCHECKED,37393030,
XaIs2,Plasma aldosterone recumbent level,0,,0.0,UNCHECKED,37393031,
XaIqE,Cortisol midday level,0,,0.0,UNCHECKED,37398712,
X771v,9am cortisol level,0,,0.0,UNCHECKED,37394223,
X77X5,Cortisol day curve,0,,0.0,UNCHECKED,37393032,
XaEKZ,Plasma cortisol level,0,,0.0,UNCHECKED,37398074,
XaJk1,Serum dopamine level,0,,0.0,UNCHECKED,37397985,
XE2xa,Serum gastrin level,0,,0.0,UNCHECKED,37398052,
XE2xb,Serum pancreatic polypeptide level,0,,0.0,UNCHECKED,37398208,
XE2pp,Serum insulin level,0,,0.0,UNCHECKED,37399056,
XE2pq,Serum insulin - C-polypeptide level,0,,0.0,UNCHECKED,37393301,
XE2qx,Serum neurotensin level,0,,0.0,UNCHECKED,37398209,
XE2pr,VIP - vasoactive intestinal polypeptide level,0,,0.0,UNCHECKED,37398210,
XabwC,Plasma vasoactive intestinal polypeptide level,0,,0.0,UNCHECKED,37392956,
XE2ps,Serum somatostatin level,0,,0.0,UNCHECKED,37398211,
XaISK,Plasma gastrin level,0,,0.0,UNCHECKED,37399226,
XaIau,Plasma somatostatin level,0,,0.0,UNCHECKED,37393127,
XE2xZ,Gastrointestinal hormone level,0,,0.0,UNCHECKED,37399212,
XaItV,Plasma insulin level,0,,0.0,UNCHECKED,37398070,
XaIxb,Plasma insulin C-peptide level,0,,0.0,UNCHECKED,37398399,
XaJ22,Plasma pancreatic polypeptide,0,,0.0,UNCHECKED,37392346,
XaJIV,Serum pro-insulin level,0,,0.0,UNCHECKED,37392551,
XaJUN,Serum 32-33 split pro-insulin level,0,,0.0,UNCHECKED,37399195,
XaJmY,Gastrointestinal hormone study,0,,0.0,UNCHECKED,37393510,
XE2xc,Serum parathyroid hormone level,0,,0.0,UNCHECKED,37398205,
XE2pt,Serum calcitonin level,0,,0.0,UNCHECKED,37398669,
XaEU0,Plas gastric inhibitory peptide level,0,,0.0,UNCHECKED,37399058,
XaETs,Plasma IGF 1 level,0,,0.0,UNCHECKED,37398212,
XaETt,Plasma IGF 2 level,0,,0.0,UNCHECKED,37398213,
XaESH,Plasma glucagon level,0,,0.0,UNCHECKED,37398214,
XaEQd,Plasma noradrenaline level,0,,0.0,UNCHECKED,37398215,
XaER3,Serum insulin-like growth factor 1 level,0,,0.0,UNCHECKED,37398216,
XaETR,Serum Insulin-like growth factor 2 level,0,,0.0,UNCHECKED,37399650,
XaERB,Serum glucagon level,0,,0.0,UNCHECKED,37398217,
XaEQc,Serum noradrenaline level,0,,0.0,UNCHECKED,37398218,
XaIQz,Brain natriuretic peptide level,0,,0.0,UNCHECKED,37398574,
XaIZS,Plasma calcitonin level,0,,0.0,UNCHECKED,37393128,
XaIcB,Plasma renin level,0,,0.0,UNCHECKED,37398583,
XaIq2,Plasma renin ambulant level,0,,0.0,UNCHECKED,37393033,
XabDE,Plasma renin activity ambulant,0,,0.0,UNCHECKED,37399146,
XaIdU,Plasma parathyroid hormone level,0,,0.0,UNCHECKED,37393129,
XaIq3,Plasma renin recumbent level,0,,0.0,UNCHECKED,37393034,
XabDG,Plasma renin activity recumbent,0,,0.0,UNCHECKED,37392324,
XaIqH,Renin and aldosterone,0,,0.0,UNCHECKED,37393035,
XaItY,Plasma parathyroid hormone related peptide level,0,,0.0,UNCHECKED,37398076,
XaJNy,Plasma pro-brain natriuretic peptide level,0,,0.0,UNCHECKED,37394206,
XaJNz,Serum pro-brain natriuretic peptide level,0,,0.0,UNCHECKED,37398766,
XaJO0,Plasma 18-Hydroxycortisol level,0,,0.0,UNCHECKED,37392904,
XaJmj,Plasma B natriuretic peptide level,0,,0.0,UNCHECKED,37393382,
Xaagr,Plasma renin activity,0,,0.0,UNCHECKED,37398441,
XabAm,Serum N-terminal pro B-type natriuretic peptide concentration,0,,0.0,UNCHECKED,37399663,
XabAn,Plasma N-terminal pro B-type natriuretic peptide concentration,0,,0.0,UNCHECKED,37398300,
XabAo,Serum B-type natriuretic peptide concentration,0,,0.0,UNCHECKED,37398301,
XabCu,Plasma N-terminal glucagon level,0,,0.0,UNCHECKED,37392153,
XabGg,Plasma homovanillic acid concentration,0,,0.0,UNCHECKED,37399110,
Xad6Y,Serum procalcitonin level,0,,0.0,UNCHECKED,37392971,
XE2ds,Serum alpha-fetoprotein level,0,,0.0,UNCHECKED,37398207,
XaESK,Plasma AFP MoM,0,,0.0,UNCHECKED,37398219,
XaESL,Serum AFP MoM,0,,0.0,UNCHECKED,37399586,
XaIcq,MS alpha-fetoprotein level,0,,0.0,UNCHECKED,37398707,
XE2me,Serum pseudocholinesterase level,0,,0.0,UNCHECKED,37394145,
XE2pu,Serum GDH level,0,,0.0,UNCHECKED,37398220,
XE2pv,Serum lipase level,0,,0.0,UNCHECKED,37398221,
XE2dt,Serum caeruloplasmin level,0,,0.0,UNCHECKED,37399057,
XE2du,Serum A1 antitrypsin level,0,,0.0,UNCHECKED,37398415,
XaEEE,Serum P1 phenotype,0,,0.0,UNCHECKED,37398416,
XE2dw,Serum A1 acid glycoprotein level,0,,0.0,UNCHECKED,37398417,
XE2pw,Serum acid phosphatase level,0,,0.0,UNCHECKED,37398222,
XE2dx,Serum transferrin level,0,,0.0,UNCHECKED,37398419,
XaEMY,Duodenal fluid chymotrypsin level,0,,0.0,UNCHECKED,37398223,
XaERE,Duodenal fluid trypsin level,0,,0.0,UNCHECKED,37398224,
XaETy,Faecal trypsin level,0,,0.0,UNCHECKED,37398225,
XaERa,Leucocyte alkaline phosphatase level,0,,0.0,UNCHECKED,37394147,
XaEN4,Plasma cholinesterase level,0,,0.0,UNCHECKED,37398226,
XaERV,Serum cholinesterase level,0,,0.0,UNCHECKED,37394148,
