field_id,field_name,type_name,encoding_name,unit_name,category_name,strata_name,stability_name,n_values,item_count,num_participants,n_visits,n_indices,notes
30244,Reticulocyte percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,494714,471299,3,1,Route whereby data for Reticulocyte percentage was transferred from analyser device to UK Biobank core LIMS database.
30250,Reticulocyte count,Continuous,NOT-ENCODED,10^12 cells/Litre,Blood count,Primary,Complete,,494715,471299,3,1,"Result of ""Reticulocytes Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Reticulocytes count is computed from the reticulocyte per cent multiplied by the red blood cell count."
30251,Reticulocyte count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,466721,466721,1,1,"Number of freeze-thaw cycles sample went through before ""Reticulocytes Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30252,Reticulocyte count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,494715,471299,3,1,"Original collection time of sample used for ""Reticulocytes Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30253,Reticulocyte count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,494715,471299,3,1,Identifier for device used to measure Reticulocyte count
30254,Reticulocyte count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,494715,471299,3,1,Route whereby data for Reticulocyte count was transferred from analyser device to UK Biobank core LIMS database.
30260,Mean reticulocyte volume,Continuous,NOT-ENCODED,femtolitres,Blood count,Primary,Complete,,494715,471298,3,1,"Result of ""Mean Reticulocytes Volume"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Reticulocytes volume is the average volume of all reticulocytes, calculated from the reticulocytes (percentage)."
30261,Mean reticulocyte volume freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,466720,466720,1,1,"Number of freeze-thaw cycles sample went through before ""Mean Reticulocytes Volume"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30262,Mean reticulocyte volume acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,494715,471298,3,1,"Original collection time of sample used for ""Mean Reticulocytes Volume"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30263,Mean reticulocyte volume device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,494715,471298,3,1,Identifier for device used to measure Mean reticulocyte volume
30264,Mean reticulocyte volume acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,494715,471298,3,1,Route whereby data for Mean reticulocyte volume was transferred from analyser device to UK Biobank core LIMS database.
30270,Mean sphered cell volume,Continuous,NOT-ENCODED,femtolitres,Blood count,Primary,Complete,,489146,471039,3,1,"Result of ""Mean Sphered Cells Volume"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit."
30271,Mean sphered cell volume freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,466722,466722,1,1,"Number of freeze-thaw cycles sample went through before ""Mean Sphered Cells Volume"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30272,Mean sphered cell volume acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489146,471039,3,1,"Original collection time of sample used for ""Mean Sphered Cells Volume"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30273,Mean sphered cell volume device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489146,471039,3,1,Identifier for device used to measure Mean sphered cell volume
30274,Mean sphered cell volume acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,489146,471039,3,1,Route whereby data for Mean sphered cell volume was transferred from analyser device to UK Biobank core LIMS database.
30280,Immature reticulocyte fraction,Continuous,NOT-ENCODED,ratio,Blood count,Primary,Complete,,489144,471037,3,1,"Result of ""Immature Reticulocytes Fraction"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Immature Reticulocytes Fraction (Percentage) is an indication of new reticulocyte synthesis and is calculated from the reticulocytes (Percentage) as the total number of reticulocyte events in the outermost light scattering region, corresponding to immature reticulocytes, relative to the total number of reticulocytes and is reported as this ratio."
30281,Immature reticulocyte fraction freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,466720,466720,1,1,"Number of freeze-thaw cycles sample went through before ""Immature Reticulocytes Fraction"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30282,Immature reticulocyte fraction acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489144,471037,3,1,"Original collection time of sample used for ""Immature Reticulocytes Fraction"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30283,Immature reticulocyte fraction device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489144,471037,3,1,Identifier for device used to measure Immature reticulocyte fraction
30284,Immature reticulocyte fraction acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,489144,471037,3,1,Route whereby data for Immature reticulocyte fraction was transferred from analyser device to UK Biobank core LIMS database.
30290,High light scatter reticulocyte percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,489146,471039,3,1,"Result of ""High Light Scatter Reticulocytes Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. High Light Scatter Reticulocytes (Percentage) is computed as: (HLR / Total Erythrocytes) x 100."
30291,High light scatter reticulocyte percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,466722,466722,1,1,"Number of freeze-thaw cycles sample went through before ""High Light Scatter Reticulocytes Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30292,High light scatter reticulocyte percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489146,471039,3,1,"Original collection time of sample used for ""High Light Scatter Reticulocytes Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30293,High light scatter reticulocyte percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489146,471039,3,1,Identifier for device used to measure High light scatter reticulocyte percentage
30294,High light scatter reticulocyte percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,489146,471039,3,1,Route whereby data for High light scatter reticulocyte percentage was transferred from analyser device to UK Biobank core LIMS database.
30300,High light scatter reticulocyte count,Continuous,NOT-ENCODED,10^12 cells/Litre,Blood count,Primary,Complete,,489145,471038,3,1,"Result of ""High Light Scatter Reticulocytes Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. High Light Scatter Reticulocytes Count is calculated as: (HLR / Total Erythrocytes) x red blood cells"
30301,High light scatter reticulocyte count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,466721,466721,1,1,"Number of freeze-thaw cycles sample went through before ""High Light Scatter Reticulocytes Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30302,High light scatter reticulocyte count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489145,471038,3,1,"Original collection time of sample used for ""High Light Scatter Reticulocytes Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30303,High light scatter reticulocyte count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,489145,471038,3,1,Identifier for device used to measure High light scatter reticulocyte count
30304,High light scatter reticulocyte count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,489145,471038,3,1,Route whereby data for High light scatter reticulocyte count was transferred from analyser device to UK Biobank core LIMS database.
30314,Volume of EDTA1 plasma held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,501550,486308,2,1,"Volume held of ""EDTA1 plasma"" sample, obtained from UK Biobank assessment centre visits."
30324,Volume of EDTA1 red cells held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,501321,486089,2,1,"Volume held of ""EDTA1 red cells"" sample, obtained from UK Biobank assessment centre visits."
30334,Volume of EDTA1 buffy held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,501260,486020,2,1,"Volume held of ""EDTA1 buffy"" sample, obtained from UK Biobank assessment centre visits."
30344,Volume of EDTA2 plasma held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,495398,480365,2,1,"Volume held of ""EDTA2 plasma"" sample, obtained from UK Biobank assessment centre visits."
30354,Volume of EDTA2 buffy held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,495199,480197,2,1,"Volume held of ""EDTA2 buffy"" sample, obtained from UK Biobank assessment centre visits."
30364,Volume of EDTA2 red cells held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,495176,480176,2,1,"Volume held of ""EDTA2 red cells"" sample, obtained from UK Biobank assessment centre visits."
30374,Volume of Li-Hep plasma held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,502806,487673,2,1,"Volume held of ""Lithium-Heparin plasma"" sample, obtained from UK Biobank assessment centre visits."
30384,Volume of serum held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,501034,485896,2,1,"Volume held of ""serum"" sample, obtained from UK Biobank assessment centre visits."
30394,Total volume of urine samples held by UKB,Integer,NOT-ENCODED,microlitres,Urine sample inventory,Primary,Updateable,,497653,483305,2,1,"Volume held of ""urine"" sample, obtained from Initial UK Biobank assessment centre visit."
30404,Volume of ACD held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,498647,483645,2,1,"Volume held of ""ACD"" sample, obtained from UK Biobank assessment centre visits."
30414,Volume of RNA held by UKB,Integer,NOT-ENCODED,microlitres,Blood sample inventory,Primary,Updateable,,131336,128007,2,1,"Volume held of ""RNA"" sample, obtained from UK Biobank assessment centre visits."
30424,Total volume of saliva samples held by UKB,Integer,NOT-ENCODED,microlitres,Saliva sample inventory,Primary,Updateable,,98664,96318,2,1,"Volume held of ""saliva"" sample, obtained from Initial UK Biobank assessment centre visit."
30500,Microalbumin in urine,Continuous,NOT-ENCODED,mg/L,Urine assays,Primary,Accruing,,159404,156599,2,1,Measured by immunoturbidimetric analysis on a Beckman Coulter AU5400.
30502,Microalbumin in urine acquisition time,Date,NOT-ENCODED,,Urine processing,Primary,Accruing,,503625,484941,2,1,"Original collection time of sample used for ""Microalbumin in urine"" assay (urine sample obtained from UK Biobank assessment centre visit)."
30503,Microalbumin in urine device ID,Categorical (single),Urine analysis devices,,Urine processing,Primary,Accruing,1,503625,484941,2,1,Identifier for device used to measure Microalbumin in urine
30505,Microalbumin in urine result flag,Categorical (single),Result flags for microalbumin in urine assay,,Urine assays,Primary,Accruing,1,344221,334049,2,1,Flag returned by measurement device indicating why it could not return a numeric value for Microalbumin in urine
30510,Creatinine (enzymatic) in urine,Continuous,NOT-ENCODED,micromole/L,Urine assays,Primary,Accruing,,503646,484961,2,1,Measured by enzymatic analysis on a Beckman Coulter AU5400.
30512,Creatinine (enzymatic) in urine acquisition time,Date,NOT-ENCODED,,Urine processing,Primary,Accruing,,503650,484965,2,1,"Original collection time of sample used for ""Creatinine (enzymatic) in urine"" assay (urine sample obtained from UK Biobank assessment centre visit)."
30513,Creatinine (enzymatic) in urine device ID,Categorical (single),Urine analysis devices,,Urine processing,Primary,Accruing,1,503650,484965,2,1,Identifier for device used to measure Creatinine (enzymatic) in urine
30515,Creatinine (enzymatic) in urine result flag,Categorical (single),Result flags for (enzymatic) creatinine in urine assay,,Urine assays,Primary,Accruing,1,4,4,1,1,Flag returned by measurement device indicating why it could not return a numeric value for Creatinine (enzymatic) in urine
30520,Potassium in urine,Continuous,NOT-ENCODED,millimole/L,Urine assays,Primary,Accruing,,502594,483976,2,1,Measured by ISE (ion selective electrode) analysis on a Beckman Coulter AU5400.
30522,Potassium in urine acquisition time,Date,NOT-ENCODED,,Urine processing,Primary,Accruing,,503644,484959,2,1,"Original collection time of sample used for ""Potassium in urine"" assay (urine sample obtained from UK Biobank assessment centre visit)."
30523,Potassium in urine device ID,Categorical (single),Urine analysis devices,,Urine processing,Primary,Accruing,1,503644,484959,2,1,Identifier for device used to measure Potassium in urine
30525,Potassium in urine result flag,Categorical (single),Result flags for potassium in urine assay,,Urine assays,Primary,Accruing,2,1050,1049,2,1,Flag returned by measurement device indicating why it could not return a numeric value for Potassium in urine
30530,Sodium in urine,Continuous,NOT-ENCODED,millimole/L,Urine assays,Primary,Accruing,,502576,483946,2,1,Measured by ISE (ion selective electrode) analysis using Beckman Coulter AU5400.
30532,Sodium in urine acquisition time,Date,NOT-ENCODED,,Urine processing,Primary,Accruing,,503642,484957,2,1,"Original collection time of sample used for ""Sodium in urine"" assay (urine sample obtained from UK Biobank assessment centre visit)."
30533,Sodium in urine device ID,Categorical (single),Urine analysis devices,,Urine processing,Primary,Accruing,1,503642,484957,2,1,Identifier for device used to measure Sodium in urine
30535,Sodium in urine result flag,Categorical (single),Result flags for sodium in urine assay,,Urine assays,Primary,Accruing,2,1066,1062,2,1,Flag returned by measurement device indicating why it could not return a numeric value for Sodium in urine
30600,Albumin,Continuous,NOT-ENCODED,g/L,Blood biochemistry,Primary,Accruing,,445770,432337,2,1,Measured by BCG analysis on a Beckman Coulter AU5800
30601,Albumin assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492166,474780,2,1,The date on which the Albumin assay was carried out.
30602,Albumin aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491945,474571,2,1,The aliquout used for the Albumin assay.
30603,Albumin correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,445770,432337,2,1,The type of post-measurement correction applied to the Albumin assay result.
30604,Albumin correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,445770,432337,2,1,The reason for applying a correction to the Albumin assay result.
30605,Albumin missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,65654,65190,2,1,The reason that a Albumin assay result is missing.
30606,Albumin reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,445786,432352,2,1,The reportability of aAlbumin assay result. Absence of a value here means that a result has not been attempted.
30610,Alkaline phosphatase,Continuous,NOT-ENCODED,U/L,Blood biochemistry,Primary,Accruing,,487473,470858,2,1,Measured by AMP(IFCC) analysis on a Beckman Coulter AU5800
30611,Alkaline phosphatase assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492199,474836,2,1,The date on which the Alkaline phosphatase assay was carried out.
30612,Alkaline phosphatase aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491978,474627,2,1,The aliquout used for the Alkaline phosphatase assay.
30613,Alkaline phosphatase correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487473,470858,2,1,The type of post-measurement correction applied to the Alkaline phosphatase assay result.
30614,Alkaline phosphatase correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487473,470858,2,1,The reason for applying a correction to the Alkaline phosphatase assay result.
30615,Alkaline phosphatase missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,23951,23878,2,1,The reason that a Alkaline phosphatase assay result is missing.
30616,Alkaline phosphatase reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487522,470904,2,1,The reportability of aAlkaline phosphatase assay result. Absence of a value here means that a result has not been attempted.
30620,Alanine aminotransferase,Continuous,NOT-ENCODED,U/L,Blood biochemistry,Primary,Accruing,,487266,470657,2,1,Measured by IFCC analysis on a Beckman Coulter AU5800
30621,Alanine aminotransferase assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492289,474896,2,1,The date on which the Alanine aminotransferase assay was carried out.
30622,Alanine aminotransferase aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,492068,474687,2,1,The aliquout used for the Alanine aminotransferase assay.
30623,Alanine aminotransferase correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487266,470657,2,1,The type of post-measurement correction applied to the Alanine aminotransferase assay result.
30624,Alanine aminotransferase correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487266,470657,2,1,The reason for applying a correction to the Alanine aminotransferase assay result.
30625,Alanine aminotransferase missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24158,24083,2,1,The reason that a Alanine aminotransferase assay result is missing.
30626,Alanine aminotransferase reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487333,470723,2,1,The reportability of aAlanine aminotransferase assay result. Absence of a value here means that a result has not been attempted.
30630,Apolipoprotein A,Continuous,NOT-ENCODED,g/L,Blood biochemistry,Primary,Accruing,,443078,429789,2,1,Measured by immunoturbidimetric analysis on a Beckman Coulter AU5800
30631,Apolipoprotein A assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491502,474150,2,1,The date on which the Apolipoprotein A assay was carried out.
30632,Apolipoprotein A aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491281,473941,2,1,The aliquout used for the Apolipoprotein A assay.
30633,Apolipoprotein A correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,443078,429789,2,1,The type of post-measurement correction applied to the Apolipoprotein A assay result.
30634,Apolipoprotein A correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,443078,429789,2,1,The reason for applying a correction to the Apolipoprotein A assay result.
30635,Apolipoprotein A missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,68346,67817,2,1,The reason that a Apolipoprotein A assay result is missing.
30636,Apolipoprotein A reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,444907,431521,2,1,The reportability of aApolipoprotein A assay result. Absence of a value here means that a result has not been attempted.
30640,Apolipoprotein B,Continuous,NOT-ENCODED,g/L,Blood biochemistry,Primary,Accruing,,484996,468512,2,1,Measured by immunoturbidimetric analysis on a Beckman Coulter AU5800
30641,Apolipoprotein B assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491978,474616,2,1,The date on which the Apolipoprotein B assay was carried out.
30642,Apolipoprotein B aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491758,474408,2,1,The aliquout used for the Apolipoprotein B assay.
30643,Apolipoprotein B correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,484996,468512,2,1,The type of post-measurement correction applied to the Apolipoprotein B assay result.
30644,Apolipoprotein B correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,484996,468512,2,1,The reason for applying a correction to the Apolipoprotein B assay result.
30645,Apolipoprotein B missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,26428,26328,2,1,The reason that a Apolipoprotein B assay result is missing.
30646,Apolipoprotein B reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,486206,469664,2,1,The reportability of aApolipoprotein B assay result. Absence of a value here means that a result has not been attempted.
30650,Aspartate aminotransferase,Continuous,NOT-ENCODED,U/L,Blood biochemistry,Primary,Accruing,,485602,469108,2,1,Measured by IFCC analysis on a Beckman Coulter AU5800
30651,Aspartate aminotransferase assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492275,474877,2,1,The date on which the Aspartate aminotransferase assay was carried out.
30652,Aspartate aminotransferase aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,492054,474668,2,1,The aliquout used for the Aspartate aminotransferase assay.
30653,Aspartate aminotransferase correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,485602,469108,2,1,The type of post-measurement correction applied to the Aspartate aminotransferase assay result.
30654,Aspartate aminotransferase correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,485602,469108,2,1,The reason for applying a correction to the Aspartate aminotransferase assay result.
30655,Aspartate aminotransferase missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,25822,25739,2,1,The reason that a Aspartate aminotransferase assay result is missing.
30656,Aspartate aminotransferase reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,485616,469122,2,1,The reportability of aAspartate aminotransferase assay result. Absence of a value here means that a result has not been attempted.
30660,Direct bilirubin,Continuous,NOT-ENCODED,umol/L,Blood biochemistry,Primary,Accruing,,413662,401028,2,1,Measured by DPD analysis on a Beckman Coulter AU5800
30661,Direct bilirubin assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491704,474396,2,1,The date on which the Direct bilirubin assay was carried out.
30662,Direct bilirubin aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491483,474187,2,1,The aliquout used for the Direct bilirubin assay.
30663,Direct bilirubin correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,413662,401028,2,1,The type of post-measurement correction applied to the Direct bilirubin assay result.
30664,Direct bilirubin correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,413662,401028,2,1,The reason for applying a correction to the Direct bilirubin assay result.
30665,Direct bilirubin missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,97762,96305,2,1,The reason that a Direct bilirubin assay result is missing.
30666,Direct bilirubin reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,485770,469247,2,1,The reportability of aDirect bilirubin assay result. Absence of a value here means that a result has not been attempted.
30670,Urea,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,487123,470537,2,1,"Measured by GLDH, kinetic analysis on a Beckman Coulter AU5800"
30671,Urea assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491929,474563,2,1,The date on which the Urea assay was carried out.
30672,Urea aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491708,474354,2,1,The aliquout used for the Urea assay.
30673,Urea correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487123,470537,2,1,The type of post-measurement correction applied to the Urea assay result.
30674,Urea correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487123,470537,2,1,The reason for applying a correction to the Urea assay result.
30675,Urea missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24301,24227,2,1,The reason that a Urea assay result is missing.
30676,Urea reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487133,470547,2,1,The reportability of aUrea assay result. Absence of a value here means that a result has not been attempted.
30680,Calcium,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,445619,432189,2,1,Measured by Arsenazo III analysis on a Beckman Coulter AU5800
30681,Calcium assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491783,474406,2,1,The date on which the Calcium assay was carried out.
30682,Calcium aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491562,474197,2,1,The aliquout used for the Calcium assay.
30683,Calcium correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,445619,432189,2,1,The type of post-measurement correction applied to the Calcium assay result.
30684,Calcium correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,445619,432189,2,1,The reason for applying a correction to the Calcium assay result.
30685,Calcium missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,65805,65340,2,1,The reason that a Calcium assay result is missing.
30686,Calcium reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,445680,432247,2,1,The reportability of aCalcium assay result. Absence of a value here means that a result has not been attempted.
30690,Cholesterol,Continuous,NOT-ENCODED,mmol/L,Blood biochemistry,Primary,Accruing,,487467,470845,2,1,Measured by CHO-POD analysis on a Beckman Coulter AU5800
30691,Cholesterol assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,492210,474815,2,1,The date on which the Cholesterol assay was carried out.
30692,Cholesterol aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491989,474606,2,1,The aliquout used for the Cholesterol assay.
30693,Cholesterol correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487467,470845,2,1,The type of post-measurement correction applied to the Cholesterol assay result.
30694,Cholesterol correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487467,470845,2,1,The reason for applying a correction to the Cholesterol assay result.
30695,Cholesterol missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,23957,23884,2,1,The reason that a Cholesterol assay result is missing.
30696,Cholesterol reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487474,470852,2,1,The reportability of aCholesterol assay result. Absence of a value here means that a result has not been attempted.
30700,Creatinine,Continuous,NOT-ENCODED,umol/L,Blood biochemistry,Primary,Accruing,,487201,470622,2,1,Measured by enzymatic analysis on a Beckman Coulter AU5800
30701,Creatinine assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491924,474572,2,1,The date on which the Creatinine assay was carried out.
30702,Creatinine aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491703,474363,2,1,The aliquout used for the Creatinine assay.
30703,Creatinine correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,487201,470622,2,1,The type of post-measurement correction applied to the Creatinine assay result.
30704,Creatinine correction reason,Categorical (single),Reason for assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,5,487201,470622,2,1,The reason for applying a correction to the Creatinine assay result.
30705,Creatinine missing reason,Categorical (single),Reasons for lack of a measurement,,Blood biochemistry processing,Auxiliary,Accruing,8,24223,24149,2,1,The reason that a Creatinine assay result is missing.
30706,Creatinine reportability,Categorical (single),Reportability,,Blood biochemistry processing,Auxiliary,Accruing,5,487201,470622,2,1,The reportability of aCreatinine assay result. Absence of a value here means that a result has not been attempted.
30710,C-reactive protein,Continuous,NOT-ENCODED,mg/L,Blood biochemistry,Primary,Accruing,,486406,469856,2,1,Measured by immunoturbidimetric - high sensitivity analysis on a Beckman Coulter AU5800
30711,C-reactive protein assay date,Date,NOT-ENCODED,,Blood biochemistry processing,Auxiliary,Accruing,,491793,474424,2,1,The date on which the C-reactive protein assay was carried out.
30712,C-reactive protein aliquot,Categorical (single),Biochemistry aliquot,,Blood biochemistry processing,Auxiliary,Accruing,5,491572,474215,2,1,The aliquout used for the C-reactive protein assay.
30713,C-reactive protein correction level,Categorical (single),Assay correction level,,Blood biochemistry processing,Auxiliary,Accruing,3,486406,469856,2,1,The type of post-measurement correction applied to the C-reactive protein assay result.
