sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
26897,Volume of inferiortemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26898,Volume of isthmuscingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26899,Volume of lateraloccipital (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26900,Volume of lateralorbitofrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26901,Volume of lingual (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26902,Volume of medialorbitofrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26903,Volume of middletemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26904,Volume of parahippocampal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26905,Volume of paracentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26906,Volume of parsopercularis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26907,Volume of parsorbitalis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26908,Volume of parstriangularis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26909,Volume of pericalcarine (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26910,Volume of postcentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26911,Volume of posteriorcingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26912,Volume of precentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26913,Volume of precuneus (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26914,Volume of rostralanteriorcingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26915,Volume of rostralmiddlefrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26916,Volume of superiorfrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26917,Volume of superiorparietal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26918,Volume of superiortemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26919,Volume of supramarginal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26920,Volume of frontalpole (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26921,Volume of transversetemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26922,Volume of insula (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,8686,cubic millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26923,Area of TotalSurface (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26924,Area of bankssts (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26925,Area of caudalanteriorcingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26926,Area of caudalmiddlefrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26927,Area of cuneus (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26928,Area of entorhinal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26929,Area of fusiform (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26930,Area of inferiorparietal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26931,Area of inferiortemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26932,Area of isthmuscingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26933,Area of lateraloccipital (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26934,Area of lateralorbitofrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26935,Area of lingual (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26936,Area of medialorbitofrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26937,Area of middletemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26938,Area of parahippocampal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26939,Area of paracentral (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26940,Area of parsopercularis (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26941,Area of parsorbitalis (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26942,Area of parstriangularis (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26943,Area of pericalcarine (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26944,Area of postcentral (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26945,Area of posteriorcingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26946,Area of precentral (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26947,Area of precuneus (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26948,Area of rostralanteriorcingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26949,Area of rostralmiddlefrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26950,Area of superiorfrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26951,Area of superiorparietal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26952,Area of superiortemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26953,Area of supramarginal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26954,Area of frontalpole (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26955,Area of transversetemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26956,Area of TotalSurface (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26957,Area of bankssts (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26958,Area of caudalanteriorcingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26959,Area of caudalmiddlefrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26960,Area of cuneus (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26961,Area of entorhinal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26962,Area of fusiform (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26963,Area of inferiorparietal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26964,Area of inferiortemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26965,Area of isthmuscingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26966,Area of lateraloccipital (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26967,Area of lateralorbitofrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26968,Area of lingual (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26969,Area of medialorbitofrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26970,Area of middletemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26971,Area of parahippocampal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26972,Area of paracentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26973,Area of parsopercularis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26974,Area of parsorbitalis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26975,Area of parstriangularis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26976,Area of pericalcarine (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26977,Area of postcentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26978,Area of posteriorcingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26979,Area of precentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26980,Area of precuneus (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26981,Area of rostralanteriorcingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26982,Area of rostralmiddlefrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26983,Area of superiorfrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26984,Area of superiorparietal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26985,Area of superiortemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26986,Area of supramarginal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26987,Area of frontalpole (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26988,Area of transversetemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9572,square millimeter,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26989,Grey-white contrast in unknown (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26990,Grey-white contrast in bankssts (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26991,Grey-white contrast in caudalanteriorcingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26992,Grey-white contrast in caudalmiddlefrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26993,Grey-white contrast in cuneus (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26994,Grey-white contrast in entorhinal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26995,Grey-white contrast in fusiform (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26996,Grey-white contrast in inferiorparietal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26997,Grey-white contrast in inferiortemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26998,Grey-white contrast in isthmuscingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
26999,Grey-white contrast in lateraloccipital (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27000,Grey-white contrast in lateralorbitofrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27001,Grey-white contrast in lingual (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27002,Grey-white contrast in medialorbitofrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27003,Grey-white contrast in middletemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27004,Grey-white contrast in parahippocampal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27005,Grey-white contrast in paracentral (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27006,Grey-white contrast in parsopercularis (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27007,Grey-white contrast in parsorbitalis (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27008,Grey-white contrast in parstriangularis (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27009,Grey-white contrast in pericalcarine (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27010,Grey-white contrast in postcentral (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27011,Grey-white contrast in posteriorcingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27012,Grey-white contrast in precentral (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27013,Grey-white contrast in precuneus (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27014,Grey-white contrast in rostralanteriorcingulate (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27015,Grey-white contrast in rostralmiddlefrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27016,Grey-white contrast in superiorfrontal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27017,Grey-white contrast in superiorparietal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27018,Grey-white contrast in superiortemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27019,Grey-white contrast in supramarginal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27020,Grey-white contrast in frontalpole (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27021,Grey-white contrast in temporalpole (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27022,Grey-white contrast in transversetemporal (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27023,Grey-white contrast in insula (left hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27024,Grey-white contrast in unknown (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27025,Grey-white contrast in bankssts (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27026,Grey-white contrast in caudalanteriorcingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27027,Grey-white contrast in caudalmiddlefrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27028,Grey-white contrast in cuneus (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27029,Grey-white contrast in entorhinal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27030,Grey-white contrast in fusiform (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27031,Grey-white contrast in inferiorparietal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27032,Grey-white contrast in inferiortemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27033,Grey-white contrast in isthmuscingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27034,Grey-white contrast in lateraloccipital (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27035,Grey-white contrast in lateralorbitofrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27036,Grey-white contrast in lingual (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27037,Grey-white contrast in medialorbitofrontal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27038,Grey-white contrast in middletemporal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27039,Grey-white contrast in parahippocampal (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27040,Grey-white contrast in paracentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27041,Grey-white contrast in parsopercularis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27042,Grey-white contrast in parsorbitalis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27043,Grey-white contrast in parstriangularis (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27044,Grey-white contrast in pericalcarine (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27045,Grey-white contrast in postcentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27046,Grey-white contrast in posteriorcingulate (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27047,Grey-white contrast in precentral (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
27048,Grey-white contrast in precuneus (right hemisphere),41469,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
