sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
41256;41258;41273,"Anastomosis of intestine, not elsewhere classified",454,,,0,,0.5454166531562810,UNCHECKED,,,4128868,VALUE,,,
41256;41258;41273,"Anastomosis of intestine, not elsewhere classified : small - small",4541,,,0,,0.44283294677734400,UNCHECKED,,,4128868,VALUE,,,
41256;41258;41273,"Anastomosis of intestine, not elsewhere classified : small - large",4542,,,0,,0.4337105453014370,UNCHECKED,,,4128868,VALUE,,,
41256;41258;41273,"Anastomosis of intestine, not elsewhere classified : large - large",4543,,,0,,0.44641944766044600,UNCHECKED,,,4128868,VALUE,,,
41256;41258;41273,"Anastomosis of intestine, not elsewhere classified : revision",4547,,,0,,0.4940040111541750,UNCHECKED,,,40481464,VALUE,,,
41256;41258;41273,Reduction of intussusception,455,,,0,,0.9312284588813780,UNCHECKED,,,4219629,VALUE,,,
41256;41258;41273,"Reduction of obstruction, not elsewhere classified",456,,,0,,0.372830867767334,UNCHECKED,,,2213292,VALUE,,,
41256;41258;41273,Repair of perforated duodenal ulcer,458,,,0,,0.88575679063797,UNCHECKED,,,44784361,VALUE,,,
41256;41258;41273,"Enterrorrhaphy, not elsewhere classified",459,,,12,,0.5029998421669010,UNCHECKED,,,4309803,VALUE,,,
41256;41258;41273,"Colectomy and resection, not elsewhere classified",460,,,40,,0.3854948878288270,APPROVED,,,4079713,VALUE,,,
41256;41258;41273,"Colectomy and resection, not elsewhere classified : with enterostomy",4601,,,10,,0.2968618869781490,UNCHECKED,,,2109043,VALUE,,,
41256;41258;41273,"Colectomy and resection, not elsewhere classified : with anastomosis",4602,,,14,,0.4352489709854130,UNCHECKED,,,4195151,VALUE,,,
41256;41258;41273,"Colectomy and resection, not elsewhere classified : for interposition",4604,,,0,,0.4283410906791690,UNCHECKED,,,4225750,VALUE,,,
41256;41258;41273,"Colectomy and resection, not elsewhere classified : excision colostomy mucosa",4605,,,0,,0.4470997154712680,UNCHECKED,,,4121239,VALUE,,,
41256;41258;41273,Complete colectomy,461,,,0,,0.7153505086898800,UNCHECKED,,,4239784,VALUE,,,
41256;41258;41273,"Colostomy, primary",462,,,12,,0.5887638330459600,UNCHECKED,,,2104799,VALUE,,,
41256;41258;41273,"Colostomy, primary : exteriorization",4621,,,0,,0.5298773646354680,UNCHECKED,,,4245278,VALUE,,,
41256;41258;41273,"Colostomy, primary : petineal",4625,,,0,,0.41443580389022800,UNCHECKED,,,4176100,VALUE,,,
41256;41258;41273,"Enterostomy modifications, not elsewhere classified",463,,,0,,0.3759806156158450,UNCHECKED,,,2111219,VALUE,,,
41256;41258;41273,"Enterostomy modifications, not elsewhere classified : closure of stoma",4631,,,12,,0.2991986870765690,UNCHECKED,,,2109121,VALUE,,,
41256;41258;41273,"Enterostomy modifications, not elsewhere classified : revision, resection",4632,,,0,,0.33367758989334100,UNCHECKED,,,2111228,VALUE,,,
41256;41258;41273,"Enterostomy modifications, not elsewhere classified : dilatation of stoma",4633,,,4,,0.3769572079181670,UNCHECKED,,,40487015,VALUE,,,
41256;41258;41273,Colon by-pass,464,,,0,,0.6946806907653810,UNCHECKED,,,4115341,VALUE,,,
41256;41258;41273,Mobilisation of bowel,465,,,18,,0.7736104726791380,UNCHECKED,,,4327195,VALUE,,,
41256;41258;41273,Excision of lesion of large intestine,466,,,22,,1.0,APPROVED,,,4235570,VALUE,,,
41256;41258;41273,Resection of bowel for interposition,467,,,0,,0.7276974320411680,UNCHECKED,,,4225750,VALUE,,,
41256;41258;41273,Sigmoidoscopy,468,,,440,,1.0,APPROVED,,,4087381,VALUE,,,
41256;41258;41273,Sigmoidoscopy : with biopsy,4681,,,52,,0.7937898635864260,APPROVED,,,4262588,VALUE,,,
41256;41258;41273,Sigmoidoscopy : lavage,4685,,,0,,0.6509485840797420,UNCHECKED,,,4087381,VALUE,,,
41256;41258;41273,"Other operations on intestine, not elsewhere classified",469,,,0,,0.3576798439025880,UNCHECKED,,,2211707,VALUE,,,
41256;41258;41273,"Other operations on intestine, not elsewhere classified : fixation",4691,,,0,,0.311108261346817,UNCHECKED,,,2211707,VALUE,,,
41256;41258;41273,"Other operations on intestine, not elsewhere classified : relief of obstruction, not elsewhere class",4692,,,0,,0.379970908164978,UNCHECKED,,,4336763,VALUE,,,
41256;41258;41273,"Other operations on intestine, not elsewhere classified : intra-abdominal manipulations",4693,,,0,,0.5996213555336000,UNCHECKED,,,4227132,VALUE,,,
41256;41258;41273,"Other operations on intestine, not elsewhere classified : isolation loop for dialysis",4695,,,0,,0.2153988480567930,UNCHECKED,,,2101991,VALUE,,,
41256;41258;41273,Incision of rectum,470,,,4,,1.0,APPROVED,,,4142362,VALUE,,,
41256;41258;41273,Incision of rectum : biopsy,4701,,,15,,0.6488864421844480,UNCHECKED,,,4144213,VALUE,,,
41256;41258;41273,"Excision of rectum, not elsewhere classified",471,,,0,,0.5270397663116460,UNCHECKED,,,2747315,VALUE,,,
41256;41258;41273,"Excision of rectum, not elsewhere classified : abdominal-anal operation or anastomosis",4711,,,0,,0.3641567528247830,UNCHECKED,,,2109163,VALUE,,,
41256;41258;41273,"Excision of rectum, not elsewhere classified : intra pelvic proctectomy",4712,,,0,,0.39978086948394800,UNCHECKED,,,2747315,VALUE,,,
41256;41258;41273,"Excision of rectum, not elsewhere classified : sphincter preservation",4713,,,0,,0.3755532205104830,UNCHECKED,,,4067352,VALUE,,,
41256;41258;41273,"Excision of rectum, not elsewhere classified : pull through resection",4714,,,0,,0.4013121426105500,UNCHECKED,,,2747315,VALUE,,,
41256;41258;41273,Abdomino-perineal excision of rectum,472,,,40,,0.609765350818634,APPROVED,,,4144721,VALUE,,,
41256;41258;41273,Excision and destruction of lesion of rectum,473,,,14,,0.8160413503646850,UNCHECKED,,,4200223,VALUE,,,
41256;41258;41273,Repair and anastomosis of rectum,474,,,0,,0.8246518969535830,UNCHECKED,,,4069845,VALUE,,,
41256;41258;41273,Repair and anastomosis of rectum : imperforate anus,4741,,,0,,0.5819723606109620,UNCHECKED,,,4121761,VALUE,,,
41256;41258;41273,Repair and anastomosis of rectum : rectocele,4742,,,0,,0.5822336077690130,UNCHECKED,,,4069845,VALUE,,,
41256;41258;41273,Repair and anastomosis of rectum : closure of stoma,4743,,,0,,0.5765051245689390,UNCHECKED,,,4069845,VALUE,,,
41256;41258;41273,Repair and anastomosis of rectum : proctoplasty,4744,,,0,,0.5568531155586240,UNCHECKED,,,4069845,VALUE,,,
41256;41258;41273,Repair of rectal prolapse,475,,,0,,1.0,APPROVED,,,4026223,VALUE,,,
41256;41258;41273,Proctoscopy,476,,,0,,1.0,APPROVED,,,4171571,VALUE,,,
41256;41258;41273,Other operations on rectum,479,,,6,,0.7603256702423100,UNCHECKED,,,4192247,VALUE,,,
41256;41258;41273,Other operations on rectum : proctostomy,4791,,,0,,0.45714688301086400,UNCHECKED,,,4192247,VALUE,,,
41256;41258;41273,Other operations on rectum : dilation,4792,,,0,,0.4970773160457610,UNCHECKED,,,4192247,VALUE,,,
41256;41258;41273,Other operations on rectum : manipulation of rectum,4793,,,0,,0.6110367774963380,UNCHECKED,,,4250024,VALUE,,,
41256;41258;41273,Incision of peri-anal or peri-rectal tissue,480,,,0,,0.5500237941741940,UNCHECKED,,,4177941,VALUE,,,
41256;41258;41273,Incision of peri-anal or peri-rectal tissue : ischio-rectal abscess,4801,,,74,,0.4912091791629790,APPROVED,,,4031838,VALUE,,,
41256;41258;41273,Incision of peri-anal or peri-rectal tissue : pilonidal cyst,4802,,,0,,0.5199219584465030,UNCHECKED,,,2102099,VALUE,,,
41256;41258;41273,Incision of other anal lesion,481,,,0,,0.5706549882888790,UNCHECKED,,,4171194,VALUE,,,
41256;41258;41273,Incision of other anal lesion : incision of fistula,4811,,,0,,0.5857397317886350,UNCHECKED,,,4196919,VALUE,,,
41256;41258;41273,Incision of other anal lesion : division of anal sphincter,4812,,,24,,0.6436578035354610,UNCHECKED,,,2109237,VALUE,,,
41256;41258;41273,Excision of anal fistula,482,,,34,,1.0,APPROVED,,,4315014,VALUE,,,
41256;41258;41273,Excision of anal fissure,483,,,18,,1.0,APPROVED,,,4194125,VALUE,,,
41256;41258;41273,Other excision of anus or anal lesion,484,,,12,,0.7552564144134520,UNCHECKED,,,4171194,VALUE,,,
41256;41258;41273,Other excision of anus or anal lesion : local excision of lesion,4841,,,30,,0.6006254553794860,UNCHECKED,,,4157485,VALUE,,,
41256;41258;41273,Other excision of anus or anal lesion : excision of anus,4842,,,8,,0.5743234157562260,UNCHECKED,,,4171194,VALUE,,,
41256;41258;41273,Other excision of anus or anal lesion : excision of pilonidal sinus,4843,,,95,,0.6847869157791140,APPROVED,,,4123914,VALUE,,,
41256;41258;41273,Dilatation of anal sphincter,485,,,208,,0.9481180906295780,APPROVED,,,4066968,VALUE,,,
41256;41258;41273,Repair of anus,486,,,4,,1.0,APPROVED,,,4264064,VALUE,,,
41256;41258;41273,Repair of anus : repair of sphincter,4861,,,4,,0.6499667167663570,UNCHECKED,,,4123419,VALUE,,,
41256;41258;41273,Repair of anus : sphincterectomy,4862,,,20,,0.6170655488967900,UNCHECKED,,,4123419,VALUE,,,
41256;41258;41273,Injection of haemorrhoids,490,,,16,,0.939807116985321,APPROVED,,,4223377,VALUE,,,
41256;41258;41273,Ligature of haemorrhoids,491,,,63,,0.9408066272735600,APPROVED,,,4224173,VALUE,,,
41256;41258;41273,Destruction of haemorrhoids,492,,,0,,0.9349730014801030,APPROVED,,,4068517,VALUE,,,
41256;41258;41273,Haemorrhoidectomy,493,,,194,,1.0,APPROVED,,,4074077,VALUE,,,
41256;41258;41273,Removal of tags,494,,,33,,0.816972017288208,UNCHECKED,,,2101939,VALUE,,,
41256;41258;41273,Other operations on haemorrhoids,495,,,12,,0.7388812899589540,UNCHECKED,,,4224173,VALUE,,,
41256;41258;41273,Other operations on anus,499,,,16,,0.734283447265625,UNCHECKED,,,4087575,VALUE,,,
41256;41258;41273,Other operations on anus : biopsy,4991,,,0,,0.46728426218032800,UNCHECKED,,,4271929,VALUE,,,
41256;41258;41273,"Other operations on anus : cauterization, not elsewhere classified",4992,,,8,,0.4220935106277470,UNCHECKED,,,4254396,VALUE,,,
41256;41258;41273,Hepatectomy,500,,,0,,1.0,APPROVED,,,4030150,VALUE,,,
41256;41258;41273,"Hepatectomy : removal of cyst, lesion",5001,,,0,,0.4580010175704960,UNCHECKED,,,4327662,VALUE,,,
41256;41258;41273,Hepatectomy : destruction of lesion,5002,,,0,,0.5241725444793700,UNCHECKED,,,4024969,VALUE,,,
41256;41258;41273,"Hepatectomy : hemihepatectomy, lobectomy",5003,,,0,,0.6399029493331910,UNCHECKED,,,4270222,VALUE,,,
41256;41258;41273,Hepatectomy : total hepatectomy,5004,,,0,,0.7118682265281680,UNCHECKED,,,4066035,VALUE,,,
41256;41258;41273,Hepatectomy : liver transplant,5005,,,0,,0.5563298463821410,UNCHECKED,,,4099299,VALUE,,,
41256;41258;41273,Needle biopsy,501,,,0,,1.0,APPROVED,,,4044511,VALUE,,,
41256;41258;41273,Repair of liver,502,,,0,,1.0,APPROVED,,,4002238,VALUE,,,
41256;41258;41273,Repair of liver : suture of liver,5021,,,6,,0.5791981816291810,UNCHECKED,,,4287941,VALUE,,,
41256;41258;41273,Percutaneous cholangiography,503,,,0,,1.0,APPROVED,,,4068384,VALUE,,,
41256;41258;41273,Other operations on liver,509,,,0,,0.7495273947715760,UNCHECKED,,,4171687,VALUE,,,
41256;41258;41273,Other operations on liver : open biopsy,5091,,,6,,0.5323172807693480,UNCHECKED,,,4220239,VALUE,,,
41256;41258;41273,"Other operations on liver : drainage of liver (amoebic) abscess, hepatotomy",5092,,,0,,0.47469472885131800,UNCHECKED,,,2109311,VALUE,,,
41256;41258;41273,Other operations on liver : percutaneous aspiration of abscess,5093,,,0,,0.5756610631942750,UNCHECKED,,,4085764,VALUE,,,
41256;41258;41273,Other operations on liver : marsupialization,5094,,,0,,0.6374779939651490,UNCHECKED,,,4068634,VALUE,,,
41256;41258;41273,Other operations on liver : extracorporeal hepatic assistance,5097,,,0,,0.5882588624954220,UNCHECKED,,,4180075,VALUE,,,
41256;41258;41273,Incision of bile duct,510,,,0,,1.0,APPROVED,,,4151530,VALUE,,,
41256;41258;41273,Incision of bile duct : biopsy,5101,,,0,,0.6154502630233770,UNCHECKED,,,4151530,VALUE,,,
41256;41258;41273,"Incision of bile duct : transduodenal, sphincter of Oddi",5102,,,0,,0.5867332220077520,UNCHECKED,,,4067573,VALUE,,,
41256;41258;41273,"Incision of bile duct : relief of internal stricture, occlusion nec",5103,,,0,,0.5461289286613460,UNCHECKED,,,43021556,VALUE,,,
41256;41258;41273,Removal of calculus from bile ducts,511,,,0,,0.8707054853439330,UNCHECKED,,,40487575,VALUE,,,
41256;41258;41273,Drainage of bile duct,512,,,0,,0.7899125814437870,UNCHECKED,,,4342532,VALUE,,,
41256;41258;41273,Anastomosis of bile ducts,513,,,0,,1.0,APPROVED,,,4141110,VALUE,,,
41256;41258;41273,Anastomosis of bile ducts : repair or plastic operation,5132,,,0,,0.6324667930603030,UNCHECKED,,,4141110,VALUE,,,
41256;41258;41273,Anastomosis of bile ducts : with excision of stricture,5133,,,0,,0.6308310627937320,UNCHECKED,,,4141110,VALUE,,,
41256;41258;41273,Cholangiography,514,,,32,,1.0,APPROVED,,,4151838,VALUE,,,
41256;41258;41273,Other operations on bile ducts,519,,,0,,0.6641401052474980,UNCHECKED,,,4141007,VALUE,,,
41256;41258;41273,Other operations on bile ducts : excision of biljary ducts,5192,,,0,,0.4595210552215580,UNCHECKED,,,4069231,VALUE,,,
41256;41258;41273,Other operations on bile ducts : removal of prosthesis,5193,,,0,,0.639111340045929,UNCHECKED,,,4238341,VALUE,,,
41256;41258;41273,Other operations on bile ducts : other repair,5194,,,0,,0.49164628982543900,UNCHECKED,,,4280567,VALUE,,,
41256;41258;41273,Incision of gall bladder,520,,,0,,0.7969948053359990,UNCHECKED,,,4185899,VALUE,,,
41256;41258;41273,Incision of gall bladder : biopsy,5201,,,0,,0.633817195892334,UNCHECKED,,,4171997,VALUE,,,
41256;41258;41273,Incision of gall bladder : drainage,5202,,,0,,0.6108847856521610,UNCHECKED,,,4326107,VALUE,,,
41256;41258;41273,Removal of stones from gall bladder,521,,,0,,0.7617536187171940,UNCHECKED,,,4229118,VALUE,,,
41256;41258;41273,Cholecystectomy,522,,,362,,1.0,APPROVED,,,4242997,VALUE,,,
41256;41258;41273,Cholecystectomy : with drainage,5222,,,16,,0.6559668183326720,UNCHECKED,,,2109347,VALUE,,,
41256;41258;41273,Operations on vessels of brain : excision,523,,,0,,0.5425049066543580,UNCHECKED,,,4148948,VALUE,,,
41256;41258;41273,Other anastomosis of gall bladder,524,,,0,,0.9354028105735780,APPROVED,,,4134888,VALUE,,,
41256;41258;41273,Repair of gall bladder,525,,,0,,0.8002644181251530,UNCHECKED,,,4163966,VALUE,,,
41256;41258;41273,Excision of lesion of gall bladder,526,,,0,,0.8201478123664860,UNCHECKED,,,4098273,VALUE,,,
41256;41258;41273,Other operation on gall bladder,529,,,0,,0.7038682699203490,UNCHECKED,,,4059308,VALUE,,,
41256;41258;41273,Pancreatotomy,530,,,0,,1.0,APPROVED,,,4242748,VALUE,,,
41256;41258;41273,Pancreatotomy : drainage of abscess or cyst,5301,,,0,,0.6137051582336430,UNCHECKED,,,2110409,VALUE,,,
41256;41258;41273,Pancreatotomy : removal of calculus,5302,,,0,,0.6549197435379030,UNCHECKED,,,2109397,VALUE,,,
41256;41258;41273,Pancreatectomy,531,,,0,,1.0,APPROVED,,,4141456,VALUE,,,
41256;41258;41273,Pancreatectomy : partial,5311,,,0,,0.6996728181838990,UNCHECKED,,,4124310,VALUE,,,
41256;41258;41273,Pancreatectomy : total,5312,,,0,,0.7322417497634890,UNCHECKED,,,2109410,VALUE,,,
41256;41258;41273,Pancreatectomy : radical,5313,,,0,,0.6190964579582210,UNCHECKED,,,4141456,VALUE,,,
41256;41258;41273,Excision of lesion of pancreas,532,,,0,,1.0,APPROVED,,,4168628,VALUE,,,
41256;41258;41273,Excision of lesion of pancreas : with anastomosis of duct,5321,,,0,,0.5944732427597050,UNCHECKED,,,4231866,VALUE,,,
41256;41258;41273,Anastomosis of pancreatic duct,533,,,0,,1.0,APPROVED,,,4231866,VALUE,,,
41256;41258;41273,Anastomosis of pancreatic duct : internal drainage of cyst,5331,,,0,,0.6475528478622440,UNCHECKED,,,4244411,VALUE,,,
41256;41258;41273,Other operations on pancreas,539,,,18,,0.801664412021637,UNCHECKED,,,4105909,VALUE,,,
41256;41258;41273,Other operations on pancreas : biopsy,5391,,,0,,0.5780272483825680,UNCHECKED,,,2109398,VALUE,,,
41256;41258;41273,Other operations on pancreas : marsupialization of cyst,5392,,,0,,0.7256736755371090,UNCHECKED,,,40480202,VALUE,,,
41256;41258;41273,Other operations on pancreas : transplantation,5393,,,0,,0.5954968929290770,UNCHECKED,,,4266668,VALUE,,,
41256;41258;41273,Other operations on pancreas : dilation,5394,,,0,,0.5557215809822080,UNCHECKED,,,4105909,VALUE,,,
41256;41258;41273,Splenectomy,540,,,30,,1.0,APPROVED,,,4125482,VALUE,,,
41256;41258;41273,Splenectomy : excision of lesion,5401,,,0,,0.49610599875450100,UNCHECKED,,,4283229,VALUE,,,
41256;41258;41273,Biopsy of spleen,541,,,0,,1.0,APPROVED,,,4138388,VALUE,,,
41256;41258;41273,Biopsy of spleen : percutaneous biopsy,5411,,,0,,0.663733720779419,UNCHECKED,,,4022437,VALUE,,,
41256;41258;41273,"Operations on vessels of spleen, not elsewhere classified",542,,,0,,0.456930547952652,UNCHECKED,,,4148948,VALUE,,,
41256;41258;41273,"Operations on vessels of spleen, not elsewhere classified : ligature",5421,,,0,,0.3902233839035030,UNCHECKED,,,4148948,VALUE,,,
41256;41258;41273,"Operations on vessels of spleen, not elsewhere classified : injection",5422,,,0,,0.42740994691848800,UNCHECKED,,,4002703,VALUE,,,
41256;41258;41273,"Operations on vessels of spleen, not elsewhere classified : anastomosis",5423,,,0,,0.3844476044178010,UNCHECKED,,,4101252,VALUE,,,
41256;41258;41273,"Operations on vessels of spleen, not elsewhere classified : venography",5424,,,0,,0.3848099708557130,UNCHECKED,,,4148948,VALUE,,,
41256;41258;41273,Portal anastomosis or shunt,543,,,0,,0.694251537322998,UNCHECKED,,,4049812,VALUE,,,
41256;41258;41273,Portal anastomosis or shunt : porta-caval,5431,,,0,,0.5125106573104860,UNCHECKED,,,4048304,VALUE,,,
41256;41258;41273,Portal anastomosis or shunt : superior mesenteric vein,5432,,,0,,0.4630201458930970,UNCHECKED,,,4021089,VALUE,,,
41256;41258;41273,Portal anastomosis or shunt : spleno-renal,5433,,,0,,0.4813182055950170,UNCHECKED,,,4238482,VALUE,,,
41256;41258;41273,Portal anastomosis or shunt : extracorporeal portal filtration,5434,,,0,,0.44251734018325800,UNCHECKED,,,4224193,VALUE,,,
41256;41258;41273,"Other operations on abdominal veins, not elsewhere classified",544,,,0,,0.4147631824016570,UNCHECKED,,,4067285,VALUE,,,
41256;41258;41273,"Other operations on abdominal veins, not elsewhere classified : anti-embolic filter",5442,,,0,,0.3924192786216740,UNCHECKED,,,46272841,VALUE,,,
41256;41258;41273,Other operations on spleen,549,,,0,,0.7920389771461490,UNCHECKED,,,4241198,VALUE,,,
41256;41258;41273,Other operations on spleen : splenotomy,5491,,,0,,0.5305967926979070,UNCHECKED,,,4241198,VALUE,,,
41256;41258;41273,"Other operations on spleen : splenopexy, repair, suture",5492,,,0,,0.45793890953064000,UNCHECKED,,,4228698,VALUE,,,
41256;41258;41273,Other operations on spleen : freeing from adhesions,5493,,,0,,0.5196318030357360,UNCHECKED,,,4117760,VALUE,,,
41256;41258;41273,"Other operations on spleen : transplantation, spleen to chest",5494,,,0,,0.5068377256393430,UNCHECKED,,,4265621,VALUE,,,
41256;41258;41273,Exploration and drainage of peri-renal tissue,550,,,0,,0.5942044854164120,UNCHECKED,,,4341895,VALUE,,,
41256;41258;41273,Freeing of retro-peritoneal adhesions,551,,,0,,0.7824503779411320,UNCHECKED,,,4164907,VALUE,,,
41256;41258;41273,"Operations on abdominal vessels, not elsewhere classified",552,,,0,,0.45834314823150600,UNCHECKED,,,4304275,VALUE,,,
41256;41258;41273,"Operations on abdominal vessels, not elsewhere classified : embolectomy and thrombectomy",5521,,,0,,0.4677097797393800,UNCHECKED,,,4319269,VALUE,,,
41256;41258;41273,"Operations on abdominal vessels, not elsewhere classified : endarterectomy",5522,,,0,,0.4282205104827880,UNCHECKED,,,4295138,VALUE,,,
41256;41258;41273,"Operations on abdominal vessels, not elsewhere classified : graft, repair, reconstruction, prosthesi",5523,,,0,,0.3059633672237400,UNCHECKED,,,2101040,VALUE,,,
41256;41258;41273,"Operations on abdominal vessels, not elsewhere classified : by pass operation",5524,,,0,,0.31782954931259200,UNCHECKED,,,2724742,VALUE,,,
41256;41258;41273,"Operations on abdominal vessels, not elsewhere classified : resection with anastomosis",5525,,,0,,0.5210207104682920,UNCHECKED,,,4319131,VALUE,,,
41256;41258;41273,"Operations on abdominal vessels, not elsewhere classified : plication of vena cava",5526,,,0,,0.36329033970832800,UNCHECKED,,,2108308,VALUE,,,
41256;41258;41273,Open reduction of pelvic fracture,554,,,0,,0.7470377683639530,UNCHECKED,,,2104878,VALUE,,,
41256;41258;41273,Translumbar aortogram,557,,,0,,1.0,APPROVED,,,4014081,VALUE,,,
41256;41258;41273,"Abdominal operations, not elsewhere classified",559,,,0,,0.411426842212677,UNCHECKED,,,4073521,VALUE,,,
41256;41258;41273,"Abdominal operations, not elsewhere classified : pelvic exenteration, not elsewhere classified",5591,,,0,,0.4603918194770810,UNCHECKED,,,4178736,VALUE,,,
41256;41258;41273,"Abdominal operations, not elsewhere classified : retroperitoneal pneumography",5592,,,0,,0.4802247881889340,UNCHECKED,,,4175677,VALUE,,,
41256;41258;41273,"Abdominal operations, not elsewhere classified : repair of multiple pelvic injuries",5593,,,0,,0.4871824085712430,UNCHECKED,,,4125783,VALUE,,,
41256;41258;41273,"Abdominal operations, not elsewhere classified : other multiple abdominal injuries",5594,,,0,,0.47589313983917200,UNCHECKED,,,4125783,VALUE,,,
41256;41258;41273,"Abdominal operations, not elsewhere classified : transperitineal operations on spine and pelvis",5595,,,0,,0.30246537923812900,UNCHECKED,,,2109725,VALUE,,,
41256;41258;41273,"Nephrotomy, not elsewhere classified",560,,,0,,0.48303017020225500,UNCHECKED,,,4146078,VALUE,,,
41256;41258;41273,"Nephrotomy, not elsewhere classified : exploration",5601,,,0,,0.5511296391487120,UNCHECKED,,,2109551,VALUE,,,
41256;41258;41273,"Nephrotomy, not elsewhere classified : biopsy, not elsewhere classified",5602,,,0,,0.38770052790641800,UNCHECKED,,,4146078,VALUE,,,
41256;41258;41273,"Nephrotomy, not elsewhere classified : removal of foreign body",5603,,,0,,0.4600628614425660,UNCHECKED,,,4223386,VALUE,,,
41256;41258;41273,Nephrostomy and pyelostomy,561,,,4,,0.8362624049186710,UNCHECKED,,,4146259,VALUE,,,
41256;41258;41273,Nephrostomy and pyelostomy : drainage of kidney,5611,,,0,,0.5788265466690060,UNCHECKED,,,4216451,VALUE,,,
41256;41258;41273,Nephrostomy and pyelostomy : drainage of renal pelvis,5612,,,0,,0.5576849579811100,UNCHECKED,,,4146259,VALUE,,,
41256;41258;41273,Pyelotomy,562,,,0,,1.0,APPROVED,,,4022481,VALUE,,,
41256;41258;41273,Removal of renal calculus,563,,,0,,0.7410328984260560,UNCHECKED,,,4070906,VALUE,,,
41256;41258;41273,Removal of renal calculus : nephrolithotomy,5631,,,7,,0.7227047681808470,UNCHECKED,,,4282602,VALUE,,,
41256;41258;41273,Removal of renal calculus : pyelolithotomy,5632,,,0,,0.6159120798110960,UNCHECKED,,,2109563,VALUE,,,
41256;41258;41273,Removal of renal calculus : removal without incision,5633,,,0,,0.6424272656440740,UNCHECKED,,,4190309,VALUE,,,
41256;41258;41273,Percutaneous puncture of kidney,564,,,0,,1.0,APPROVED,,,4280600,VALUE,,,
41256;41258;41273,Percutaneous puncture of kidney : biopsy,5641,,,0,,0.7418947815895080,UNCHECKED,,,4280600,VALUE,,,
41256;41258;41273,Percutaneous puncture of kidney : other aspiration,5642,,,0,,0.7176547050476070,UNCHECKED,,,4280600,VALUE,,,
41256;41258;41273,Percutaneous puncture of kidney : injection,5643,,,0,,0.7459235787391660,UNCHECKED,,,4280600,VALUE,,,
41256;41258;41273,"Removal of kidney, complete",565,,,0,,0.7049744725227360,UNCHECKED,,,2109554,VALUE,,,
41256;41258;41273,Transplantation of kidney,566,,,0,,1.0,APPROVED,,,4322471,VALUE,,,
41256;41258;41273,Transplantation of kidney : donor,5661,,,0,,0.7314537763595580,UNCHECKED,,,4322471,VALUE,,,
41256;41258;41273,Transplantation of kidney : cadaver,5662,,,0,,0.6732856631278990,UNCHECKED,,,4322471,VALUE,,,
41256;41258;41273,Excision or destruction of lesion of kidney,567,,,0,,0.8774561882019040,UNCHECKED,,,4199442,VALUE,,,
41256;41258;41273,Excision or destruction of lesion of kidney : partial nephrectomy,5671,,,0,,0.7792501449584960,UNCHECKED,,,4199132,VALUE,,,
41256;41258;41273,"Excision or destruction of lesion of kidney : excision of cyst, tumour",5672,,,0,,0.6196314096450810,UNCHECKED,,,4090043,VALUE,,,
41256;41258;41273,Repair of kidney and renal pelvis,568,,,0,,0.8916271924972530,UNCHECKED,,,4341365,VALUE,,,
41256;41258;41273,Nephropexy,569,,,0,,1.0,APPROVED,,,4035162,VALUE,,,
41256;41258;41273,Renal arterial and venous puncture,571,,,0,,0.7075287103652950,UNCHECKED,,,4212786,VALUE,,,
41256;41258;41273,Renal arterial and venous puncture : arteriography,5711,,,0,,0.5267244577407840,UNCHECKED,,,4194957,VALUE,,,
41256;41258;41273,Renal arterial and venous puncture : venography,5712,,,0,,0.49968355894088700,UNCHECKED,,,4212786,VALUE,,,
41256;41258;41273,Other operations on kidney,579,,,0,,0.70646733045578,UNCHECKED,,,4040570,VALUE,,,
41256;41258;41273,Other operations on kidney : decapsulation,5792,,,0,,0.66038978099823,UNCHECKED,,,4109784,VALUE,,,
41256;41258;41273,Other operations on kidney : replacement of drainage tubes,5794,,,0,,0.5508953332901000,UNCHECKED,,,2109603,VALUE,,,
41256;41258;41273,Other operations on kidney : freeing of adhesions,5795,,,0,,0.5621143579483030,UNCHECKED,,,4141141,VALUE,,,
41256;41258;41273,Ureterolithotomy,580,,,0,,1.0,APPROVED,,,4237124,VALUE,,,
41256;41258;41273,"Ureterotomy, not elsewhere classified",581,,,0,,0.4146558940410610,UNCHECKED,,,4010357,VALUE,,,
41256;41258;41273,Resection of ureter or lesion,582,,,0,,0.6577821373939510,UNCHECKED,,,4198854,VALUE,,,
41256;41258;41273,Resection of ureter or lesion : fisbulectomy,5821,,,0,,0.37239718437194800,UNCHECKED,,,4198854,VALUE,,,
41256;41258;41273,Resection of ureter or lesion : ureterocele,5824,,,0,,0.4975310266017910,UNCHECKED,,,4125589,VALUE,,,
41256;41258;41273,Repair of ureter,585,,,0,,1.0,APPROVED,,,4022960,VALUE,,,
41256;41258;41273,Cystoscopic operation on ureter,587,,,0,,0.8641408085823060,UNCHECKED,,,4341887,VALUE,,,
41256;41258;41273,"Cystoscopic operation on ureter : catheterisation of ureter, not otherwise stated",5871,,,19,,0.5561808347702030,UNCHECKED,,,4306057,VALUE,,,
41256;41258;41273,Cystoscopic operation on ureter : lithotomy,5872,,,26,,0.5776580572128300,UNCHECKED,,,4341887,VALUE,,,
