field_id,field_name,main_category_id,main_category_name,category_tree,type_concept_id
90078,Wear duration during 18:00 - 18:59,1011,Accelerometer wear time duration,1011>1008>100088,32865
90079,Wear duration during 19:00 - 19:59,1011,Accelerometer wear time duration,1011>1008>100088,32865
90080,Wear duration during 20:00 - 20:59,1011,Accelerometer wear time duration,1011>1008>100088,32865
90081,Wear duration during 21:00 - 21:59,1011,Accelerometer wear time duration,1011>1008>100088,32865
90082,Wear duration during 22:00 - 22:59,1011,Accelerometer wear time duration,1011>1008>100088,32865
90083,Wear duration during 23:00 - 23:59,1011,Accelerometer wear time duration,1011>1008>100088,32865
90084,Unique hours of wear in a 24 hour cycle (scattered over multiple days),1011,Accelerometer wear time duration,1011>1008>100088,32865
90085,Unique minutes of wear in a 24 hour cycle (scattered over multiple days),1011,Accelerometer wear time duration,1011>1008>100088,32865
90086,Non wear episodes over 1 hour duration,1011,Accelerometer wear time duration,1011>1008>100088,32865
90012,Overall acceleration average,1009,Acceleration averages,1009>1008>100088,32865
90013,Standard deviation of acceleration,1009,Acceleration averages,1009>1008>100088,32865
90019,Monday average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90020,Tuesday average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90021,Wednesday average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90022,Thursday average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90023,Friday average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90024,Saturday average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90025,Sunday average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90027,Average acceleration 00:00 - 00:59,1009,Acceleration averages,1009>1008>100088,32865
90028,Average acceleration 01:00 - 01:59,1009,Acceleration averages,1009>1008>100088,32865
90029,Average acceleration 02:00 - 02:59,1009,Acceleration averages,1009>1008>100088,32865
90030,Average acceleration 03:00 - 03:59,1009,Acceleration averages,1009>1008>100088,32865
90031,Average acceleration 04:00 - 04:59,1009,Acceleration averages,1009>1008>100088,32865
90032,Average acceleration 05:00 - 05:59,1009,Acceleration averages,1009>1008>100088,32865
90033,Average acceleration 06:00 - 06:59,1009,Acceleration averages,1009>1008>100088,32865
90034,Average acceleration 07:00 - 07:59,1009,Acceleration averages,1009>1008>100088,32865
90035,Average acceleration 08:00 - 08:59,1009,Acceleration averages,1009>1008>100088,32865
90036,Average acceleration 09:00 - 09:59,1009,Acceleration averages,1009>1008>100088,32865
90037,Average acceleration 10:00 - 10:59,1009,Acceleration averages,1009>1008>100088,32865
90038,Average acceleration 11:00 - 11:59,1009,Acceleration averages,1009>1008>100088,32865
90039,Average acceleration 12:00 - 12:59,1009,Acceleration averages,1009>1008>100088,32865
90040,Average acceleration 13:00 - 13:59,1009,Acceleration averages,1009>1008>100088,32865
90041,Average acceleration 14:00 - 14:59,1009,Acceleration averages,1009>1008>100088,32865
90042,Average acceleration 15:00 - 15:59,1009,Acceleration averages,1009>1008>100088,32865
90043,Average acceleration 16:00 - 16:59,1009,Acceleration averages,1009>1008>100088,32865
90044,Average acceleration 17:00 - 17:59,1009,Acceleration averages,1009>1008>100088,32865
90045,Average acceleration 18:00 - 18:59,1009,Acceleration averages,1009>1008>100088,32865
90046,Average acceleration 19:00 - 19:59,1009,Acceleration averages,1009>1008>100088,32865
90047,Average acceleration 20:00 - 20:59,1009,Acceleration averages,1009>1008>100088,32865
90048,Average acceleration 21:00 - 21:59,1009,Acceleration averages,1009>1008>100088,32865
90049,Average acceleration 22:00 - 22:59,1009,Acceleration averages,1009>1008>100088,32865
90050,Average acceleration 23:00 - 23:59,1009,Acceleration averages,1009>1008>100088,32865
90087,No-wear time bias adjusted average acceleration,1009,Acceleration averages,1009>1008>100088,32865
90088,No-wear time bias adjusted acceleration standard deviation,1009,Acceleration averages,1009>1008>100088,32865
90089,No-wear time bias adjusted acceleration median,1009,Acceleration averages,1009>1008>100088,32865
90090,No-wear time bias adjusted acceleration minimum,1009,Acceleration averages,1009>1008>100088,32865
90091,No-wear time bias adjusted acceleration maximum,1009,Acceleration averages,1009>1008>100088,32865
90016,"Data quality, good calibration",1012,Accelerometer calibration,1012>1008>100088,32865
90017,"Data quality, calibrated on own data",1012,Accelerometer calibration,1012>1008>100088,32865
90159,Error tolerance before calibration,1012,Accelerometer calibration,1012>1008>100088,32865
90160,Error tolerance after calibration,1012,Accelerometer calibration,1012>1008>100088,32865
90161,Calibration coefficients - x offset,1012,Accelerometer calibration,1012>1008>100088,32865
90162,Calibration coefficients - y offset,1012,Accelerometer calibration,1012>1008>100088,32865
90163,Calibration coefficients - z offset,1012,Accelerometer calibration,1012>1008>100088,32865
90164,Calibration coefficients - x slope,1012,Accelerometer calibration,1012>1008>100088,32865
90165,Calibration coefficients - y slope,1012,Accelerometer calibration,1012>1008>100088,32865
90166,Calibration coefficients - z slope,1012,Accelerometer calibration,1012>1008>100088,32865
90167,Calibration coefficients - x temp,1012,Accelerometer calibration,1012>1008>100088,32865
90168,Calibration coefficients - y temp,1012,Accelerometer calibration,1012>1008>100088,32865
90169,Calibration coefficients - z temp,1012,Accelerometer calibration,1012>1008>100088,32865
90170,Calibration coefficients - mean temperature,1012,Accelerometer calibration,1012>1008>100088,32865
90171,Calibration - number of static points,1012,Accelerometer calibration,1012>1008>100088,32865
90172,Calibration - minimum x stationary value,1012,Accelerometer calibration,1012>1008>100088,32865
90173,Calibration - maximum x stationary value,1012,Accelerometer calibration,1012>1008>100088,32865
90174,Calibration - minimum y stationary value,1012,Accelerometer calibration,1012>1008>100088,32865
90175,Calibration - maximum y stationary value,1012,Accelerometer calibration,1012>1008>100088,32865
90176,Calibration - minimum z stationary value,1012,Accelerometer calibration,1012>1008>100088,32865
90177,Calibration - maximum z stationary value,1012,Accelerometer calibration,1012>1008>100088,32865
90092,Fraction acceleration <= 1 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90093,Fraction acceleration <= 2 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90094,Fraction acceleration <= 3 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90095,Fraction acceleration <= 4 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90096,Fraction acceleration <= 5 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90097,Fraction acceleration <= 6 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90098,Fraction acceleration <= 7 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90099,Fraction acceleration <= 8 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90100,Fraction acceleration <= 9 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90101,Fraction acceleration <= 10 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90102,Fraction acceleration <= 11 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90103,Fraction acceleration <= 12 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90104,Fraction acceleration <= 13 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90105,Fraction acceleration <= 14 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90106,Fraction acceleration <= 15 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90107,Fraction acceleration <= 16 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90108,Fraction acceleration <= 17 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90109,Fraction acceleration <= 18 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90110,Fraction acceleration <= 19 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90111,Fraction acceleration <= 20 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90112,Fraction acceleration <= 25 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90113,Fraction acceleration <= 30 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90114,Fraction acceleration <= 35 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90115,Fraction acceleration <= 40 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90116,Fraction acceleration <= 45 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90117,Fraction acceleration <= 50 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90118,Fraction acceleration <= 55 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90119,Fraction acceleration <= 60 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90120,Fraction acceleration <= 65 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90121,Fraction acceleration <= 70 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90122,Fraction acceleration <= 75 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90123,Fraction acceleration <= 80 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90124,Fraction acceleration <= 85 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90125,Fraction acceleration <= 90 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90126,Fraction acceleration <= 95 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90127,Fraction acceleration <= 100 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90128,Fraction acceleration <= 125 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90129,Fraction acceleration <= 150 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90130,Fraction acceleration <= 175 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90131,Fraction acceleration <= 200 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90132,Fraction acceleration <= 225 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90133,Fraction acceleration <= 250 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90134,Fraction acceleration <= 275 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90135,Fraction acceleration <= 300 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90136,Fraction acceleration <= 325 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90137,Fraction acceleration <= 350 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90138,Fraction acceleration <= 375 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90139,Fraction acceleration <= 400 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90140,Fraction acceleration <= 425 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90141,Fraction acceleration <= 450 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90142,Fraction acceleration <= 475 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90143,Fraction acceleration <= 500 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90144,Fraction acceleration <= 600 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90145,Fraction acceleration <= 700 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90146,Fraction acceleration <= 800 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90147,Fraction acceleration <= 900 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90148,Fraction acceleration <= 1000 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90149,Fraction acceleration <= 1100 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90150,Fraction acceleration <= 1200 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90151,Fraction acceleration <= 1300 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90152,Fraction acceleration <= 1400 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90153,Fraction acceleration <= 1500 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90154,Fraction acceleration <= 1600 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90155,Fraction acceleration <= 1700 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90156,Fraction acceleration <= 1800 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90157,Fraction acceleration <= 1900 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
90158,Fraction acceleration <= 2000 milli-gravities,1010,Acceleration intensity distribution,1010>1008>100088,32865
100001,Food weight,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100002,Energy,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100003,Protein,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100004,Fat,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100005,Carbohydrate,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100006,Saturated fat,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100007,Polyunsaturated fat,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100008,Total sugars,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100009,Englyst dietary fibre,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100011,Iron,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100012,Vitamin B6,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100013,Vitamin B12,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100014,Folate,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100015,Vitamin C,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100016,Potassium,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100017,Magnesium,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100018,Retinol,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100019,Carotene,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100021,Vitamin D,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100022,Alcohol,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100023,Starch,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100024,Calcium,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100025,Vitamin E,100098,Estimated nutrients yesterday,100098>100090>100089,32862
100026,Daily dietary data not credible,100090,Diet by 24-hour recall,100090>100089,32862
110001,"Invitation to complete online 24-hour recall dietary questionnaire, acceptance",100090,Diet by 24-hour recall,100090>100089,32862
110002,"Invitation to complete online 24-hour recall dietary questionnaire, date sent",100090,Diet by 24-hour recall,100090>100089,32862
100150,Drinking water intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100160,Low calorie drink intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100170,Fizzy drink intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100180,Squash intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100190,Orange juice intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100200,Grapefruit juice intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100210,Pure fruit/vegetable juice intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100220,Fruit smoothie intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100230,Dairy smoothie intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100240,Coffee consumed,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100250,Instant coffee intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100260,Added milk to instant coffee,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100270,Filtered coffee intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100280,Added milk to filtered coffee,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100290,Cappuccino intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100300,Latte intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100310,Espresso intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100320,Added milk to espresso,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100330,Other coffee type,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100350,Added milk to other coffee type,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100360,Decaffeinated coffee,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100370,Intake of sugar added to coffee,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100380,Intake of artificial sweetener added to coffee,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100390,Tea consumed,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100400,Standard tea intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100410,Rooibos tea intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100420,Green tea intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100430,Herbal tea intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100440,Other tea intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100460,Added milk to standard tea,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100470,Decaffeinated tea,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100480,Added milk to rooibos tea,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100490,Intake of sugar added to tea,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100500,Intake of artificial sweetener added to tea,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100510,Other non-alcoholic drinks,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100520,Milk intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100530,Flavoured milk intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100540,Low calorie hot chocolate intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100550,Hot chocolate intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100560,Other drink intake,100104,Hot/cold beverages yesterday,100104>100090>100089,32862
100920,Type milk consumed,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102800,Cheese consumers,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102810,Low fat hard cheese intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102820,Hard cheese intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102830,Soft cheese intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102840,Blue cheese intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102850,Low fat cheese spread intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102860,Cheese spread intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102870,Cottage cheese intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102880,Feta intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102890,Mozzarella intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102900,Goat's cheese intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102910,Other cheese intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102930,Egg consumers,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102940,Whole egg intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102950,Omelette intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102960,Eggs in sandwiches intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102970,Scotch egg intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
102980,Other egg intake,100107,Milk/eggs/cheese yesterday,100107>100090>100089,32862
103000,Meat consumers,100106,Meat/fish yesterday,100106>100090>100089,32862
103010,Sausage intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103020,Beef intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103030,Pork intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103040,Lamb intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103050,Crumbed or deep-fried poultry intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103060,Poultry intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103070,Bacon intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103080,Ham intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103090,Liver intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103100,Other meat intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103120,Fat removed from meat,100106,Meat/fish yesterday,100106>100090>100089,32862
103130,Skin removed from poultry,100106,Meat/fish yesterday,100106>100090>100089,32862
103140,Fish consumer,100106,Meat/fish yesterday,100106>100090>100089,32862
103150,Tinned tuna intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103160,Oily fish intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103170,Breaded fish intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103180,Battered fish intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103190,White fish intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103200,Prawns intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103210,Lobster/crab intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103220,Shellfish intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103230,Other fish intake,100106,Meat/fish yesterday,100106>100090>100089,32862
103250,Vegetarian alternatives intake,100111,Vegetarian alternatives yesterday,100111>100090>100089,32862
103260,Vegetarian sausages/burgers intake,100111,Vegetarian alternatives yesterday,100111>100090>100089,32862
103270,Tofu intake,100111,Vegetarian alternatives yesterday,100111>100090>100089,32862
103280,Quorn intake,100111,Vegetarian alternatives yesterday,100111>100090>100089,32862
103290,Other vegetarian alternative intake,100111,Vegetarian alternatives yesterday,100111>100090>100089,32862
103990,Vegetable consumers,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104000,Baked bean intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104010,Pulses intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104020,Fried potatoes intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104030,Boiled/baked potatoes intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104040,Butter/margarine added to potatoes,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104050,Mashed potato intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104060,Mixed vegetable intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104070,Vegetable pieces intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104080,Coleslaw intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104090,Side salad intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104100,Avocado intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104110,Broad bean intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104120,Green bean intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104130,Beetroot intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104140,Broccoli intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104150,Butternut squash intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104160,Cabbage/kale intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104170,Carrot intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104180,Cauliflower intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104190,Celery intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104200,Courgette intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104210,Cucumber intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104220,Garlic intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104230,Leek intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104240,Lettuce intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104250,Mushroom intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104260,Onion intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104270,Parsnip intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104280,Pea intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104290,Sweet pepper intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104300,Spinach intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104310,Sprouts intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104320,Sweetcorn intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104330,Sweet potato intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104340,Fresh tomato intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104350,Tinned tomato intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104360,Turnip/swede intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104370,Watercress intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104380,Other vegetables intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104400,Fruit consumers,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104410,Stewed fruit intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104420,Prune intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104430,Dried fruit intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104440,Mixed fruit intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104450,Apple intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104460,Banana intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104470,Berry intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104480,Cherry intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104490,Grapefruit intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104500,Grape intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104510,Mango intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104520,Melon intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104530,Orange intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104540,Satsuma intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104550,Peach/nectarine intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104560,Pear intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104570,Pineapple intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104580,Plum intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104590,Other fruit intake,100103,Fruit/vegetables yesterday,100103>100090>100089,32862
104900,Time spent doing vigorous physical activity,100108,Physical activity yesterday,100108>100090>100089,32862
104910,Time spent doing moderate physical activity,100108,Physical activity yesterday,100108>100090>100089,32862
104920,Time spent doing light physical activity,100108,Physical activity yesterday,100108>100090>100089,32862
110003,"Invitation to assessment centre, acceptance",100021,Recruitment,100021>100000,32879
110008,"Invitation to assessment centre, date sent",100021,Recruitment,100021>100000,32879
120000,"Ever had osteoarthritis affecting one or more joints (e.g. hip, knee, shoulder)",154,Experience of pain,154>100089,32862
120001,Ever had rheumatoid arthritis affecting one or more joints,154,Experience of pain,154>100089,32862
120002,Ever had cancer pain,154,Experience of pain,154>100089,32862
120003,Ever had carpal tunnel syndrome,154,Experience of pain,154>100089,32862
120004,Ever had chronic regional pain syndrome (also known as CRPS),154,Experience of pain,154>100089,32862
120005,Ever had chronic post-surgical pain,154,Experience of pain,154>100089,32862
120006,Year surgery was performed leading to chronic post-surgical pain,154,Experience of pain,154>100089,32862
120007,Ever had diabetes (Type I or Type II),154,Experience of pain,154>100089,32862
120008,Ever had any cause of nerve damage/neuropathy other than diabetic neuropathy,154,Experience of pain,154>100089,32862
120009,Ever had fibromyalgia syndrome,154,Experience of pain,154>100089,32862
120010,Ever had chronic Fatigue Syndrome or Myalgic Encephalomyelitis (M.E.),154,Experience of pain,154>100089,32862
120011,Ever had gout,154,Experience of pain,154>100089,32862
120012,Currently experiencing a gout flare,154,Experience of pain,154>100089,32862
